Year,zipcode,PrimaryType,Count
2005,60653,HOMICIDE,9
2005,60653,INTERFERENCE WITH PUBLIC OFFICER,18
2005,60653,INTIMIDATION,8
2005,60653,KIDNAPPING,10
2005,60653,LIQUOR LAW VIOLATION,7
2005,60653,MOTOR VEHICLE THEFT,475
2005,60653,NARCOTICS,1670
2005,60653,OFFENSE INVOLVING CHILDREN,66
2005,60653,OTHER OFFENSE,508
2005,60653,PROSTITUTION,205
2005,60653,PUBLIC PEACE VIOLATION,32
2005,60653,ROBBERY,377
2005,60653,SEX OFFENSE,32
2005,60653,STALKING,4
2005,60653,THEFT,1442
2005,60653,WEAPONS VIOLATION,81
2005,60654,ARSON,1
2005,60654,ASSAULT,145
2005,60654,BATTERY,444
2005,60654,BURGLARY,152
2005,60654,CRIM SEXUAL ASSAULT,3
2005,60654,CRIMINAL DAMAGE,397
2005,60654,CRIMINAL TRESPASS,324
2005,60654,DECEPTIVE PRACTICE,218
2005,60654,GAMBLING,3
2005,60654,HOMICIDE,4
2005,60654,INTERFERENCE WITH PUBLIC OFFICER,3
2005,60654,INTIMIDATION,1
2005,60654,KIDNAPPING,2
2005,60654,LIQUOR LAW VIOLATION,18
2005,60654,MOTOR VEHICLE THEFT,122
2005,60654,NARCOTICS,247
2005,60654,OFFENSE INVOLVING CHILDREN,5
2005,60654,OTHER OFFENSE,119
2005,60654,PROSTITUTION,233
2005,60654,PUBLIC PEACE VIOLATION,10
2005,60654,ROBBERY,111
2005,60654,SEX OFFENSE,13
2005,60654,THEFT,1180
2005,60654,WEAPONS VIOLATION,16
2005,60655,ARSON,2
2005,60655,ASSAULT,91
2005,60655,BATTERY,201
2005,60655,BURGLARY,104
2005,60655,CRIM SEXUAL ASSAULT,4
2005,60655,CRIMINAL DAMAGE,288
2005,60655,CRIMINAL TRESPASS,45
2005,60655,DECEPTIVE PRACTICE,72
2005,60655,GAMBLING,1
2005,60655,HOMICIDE,1
2005,60655,INTERFERENCE WITH PUBLIC OFFICER,2
2005,60655,INTIMIDATION,1
2005,60655,KIDNAPPING,5
2005,60655,LIQUOR LAW VIOLATION,15
2005,60655,MOTOR VEHICLE THEFT,41
2005,60655,NARCOTICS,39
2005,60655,OFFENSE INVOLVING CHILDREN,14
2005,60655,OTHER NARCOTIC VIOLATION,1
2005,60655,OTHER OFFENSE,170
2005,60655,PROSTITUTION,1
2005,60655,PUBLIC PEACE VIOLATION,12
2005,60655,ROBBERY,11
2005,60655,SEX OFFENSE,10
2005,60655,THEFT,344
2005,60655,WEAPONS VIOLATION,7
2005,60656,ASSAULT,69
2005,60656,BATTERY,218
2005,60656,BURGLARY,27
2005,60656,CRIM SEXUAL ASSAULT,3
2005,60656,CRIMINAL DAMAGE,218
2005,60656,CRIMINAL TRESPASS,275
2005,60656,DECEPTIVE PRACTICE,150
2005,60656,INTERFERENCE WITH PUBLIC OFFICER,1
2005,60656,KIDNAPPING,1
2005,60656,LIQUOR LAW VIOLATION,2
2005,60656,MOTOR VEHICLE THEFT,71
2005,60656,NARCOTICS,67
2005,60656,OFFENSE INVOLVING CHILDREN,6
2005,60656,OTHER OFFENSE,158
2005,60656,PROSTITUTION,5
2005,60656,PUBLIC PEACE VIOLATION,17
2005,60656,ROBBERY,10
2005,60656,SEX OFFENSE,6
2005,60656,STALKING,1
2005,60656,THEFT,708
2005,60656,WEAPONS VIOLATION,13
2005,60657,ARSON,4
2005,60657,ASSAULT,190
2005,60657,BATTERY,690
2005,60657,BURGLARY,620
2005,60657,CRIM SEXUAL ASSAULT,22
2005,60657,CRIMINAL DAMAGE,694
2005,60657,CRIMINAL TRESPASS,368
2005,60657,DECEPTIVE PRACTICE,403
2005,60657,GAMBLING,2
2005,60657,HOMICIDE,2
2005,60657,INTERFERENCE WITH PUBLIC OFFICER,8
2005,60657,INTIMIDATION,3
2005,60657,KIDNAPPING,3
2005,60657,LIQUOR LAW VIOLATION,33
2005,60657,MOTOR VEHICLE THEFT,234
2005,60657,NARCOTICS,366
2005,60657,OBSCENITY,1
2005,60657,OFFENSE INVOLVING CHILDREN,13
2005,60657,OTHER OFFENSE,313
2005,60657,PROSTITUTION,82
2005,60657,PUBLIC PEACE VIOLATION,29
2005,60657,ROBBERY,225
2005,60657,SEX OFFENSE,25
2005,60657,STALKING,3
2005,60657,THEFT,2032
2005,60657,WEAPONS VIOLATION,13
2005,60659,ARSON,2
2005,60659,ASSAULT,88
2005,60659,BATTERY,247
2005,60659,BURGLARY,240
2005,60659,CRIM SEXUAL ASSAULT,7
2005,60659,CRIMINAL DAMAGE,362
2005,60659,CRIMINAL TRESPASS,49
2005,60659,DECEPTIVE PRACTICE,70
2005,60659,GAMBLING,3
2005,60659,INTERFERENCE WITH PUBLIC OFFICER,1
2005,60659,INTIMIDATION,2
2005,60659,LIQUOR LAW VIOLATION,6
2005,60659,MOTOR VEHICLE THEFT,129
2005,60659,NARCOTICS,140
2005,60659,OFFENSE INVOLVING CHILDREN,6
2005,60659,OTHER OFFENSE,196
2005,60659,PROSTITUTION,13
2005,60659,PUBLIC INDECENCY,1
2005,60659,PUBLIC PEACE VIOLATION,20
2005,60659,ROBBERY,51
2005,60659,SEX OFFENSE,14
2005,60659,THEFT,501
2005,60659,WEAPONS VIOLATION,7
2005,60660,ARSON,8
2005,60660,ASSAULT,252
2005,60660,BATTERY,711
2005,60660,BURGLARY,310
2005,60660,CRIM SEXUAL ASSAULT,17
2005,60660,CRIMINAL DAMAGE,564
2005,60660,CRIMINAL TRESPASS,140
2005,60660,DECEPTIVE PRACTICE,211
2005,60660,GAMBLING,4
2005,60660,HOMICIDE,3
2005,60660,INTERFERENCE WITH PUBLIC OFFICER,5
2005,60660,INTIMIDATION,2
2005,60660,KIDNAPPING,5
2005,60660,LIQUOR LAW VIOLATION,25
2005,60660,MOTOR VEHICLE THEFT,147
2005,60660,NARCOTICS,381
2005,60660,OFFENSE INVOLVING CHILDREN,28
2005,60660,OTHER OFFENSE,360
2005,60660,PROSTITUTION,25
2005,60660,PUBLIC PEACE VIOLATION,44
2005,60660,ROBBERY,193
2005,60660,SEX OFFENSE,23
2005,60660,STALKING,3
2005,60660,THEFT,1105
2005,60660,WEAPONS VIOLATION,19
2005,60661,ASSAULT,87
2005,60661,BATTERY,231
2005,60661,BURGLARY,121
2005,60661,CRIM SEXUAL ASSAULT,4
2005,60661,CRIMINAL DAMAGE,200
2005,60661,CRIMINAL TRESPASS,87
2005,60661,DECEPTIVE PRACTICE,156
2005,60661,INTERFERENCE WITH PUBLIC OFFICER,1
2005,60661,LIQUOR LAW VIOLATION,5
2005,60661,MOTOR VEHICLE THEFT,148
2005,60661,NARCOTICS,56
2005,60661,OFFENSE INVOLVING CHILDREN,2
2005,60661,OTHER OFFENSE,105
2005,60661,PUBLIC PEACE VIOLATION,13
2005,60661,ROBBERY,73
2005,60661,SEX OFFENSE,5
2005,60661,THEFT,1063
2005,60661,WEAPONS VIOLATION,4
2006,60601,ASSAULT,47
2006,60601,BATTERY,162
2006,60601,BURGLARY,30
2006,60601,CRIM SEXUAL ASSAULT,3
2006,60601,CRIMINAL DAMAGE,116
2006,60601,CRIMINAL TRESPASS,53
2006,60601,DECEPTIVE PRACTICE,102
2006,60601,GAMBLING,1
2006,60601,INTERFERENCE WITH PUBLIC OFFICER,2
2006,60601,KIDNAPPING,1
2006,60601,LIQUOR LAW VIOLATION,3
2006,60601,MOTOR VEHICLE THEFT,31
2006,60601,NARCOTICS,29
2006,60601,OFFENSE INVOLVING CHILDREN,1
2006,60601,OTHER OFFENSE,98
2006,60601,PROSTITUTION,6
2006,60601,PUBLIC PEACE VIOLATION,7
2006,60601,RITUALISM,2
2006,60601,ROBBERY,33
2006,60601,SEX OFFENSE,8
2006,60601,STALKING,1
2006,60601,THEFT,749
2006,60602,ASSAULT,119
2006,60602,BATTERY,247
2006,60602,BURGLARY,31
2006,60602,CRIM SEXUAL ASSAULT,3
2006,60602,CRIMINAL DAMAGE,151
2006,60602,CRIMINAL TRESPASS,153
2006,60602,DECEPTIVE PRACTICE,269
2006,60602,INTERFERENCE WITH PUBLIC OFFICER,2
2006,60602,INTIMIDATION,9
2006,60602,KIDNAPPING,1
2006,60602,LIQUOR LAW VIOLATION,8
2006,60602,MOTOR VEHICLE THEFT,38
2006,60602,NARCOTICS,38
2006,60602,OFFENSE INVOLVING CHILDREN,3
2006,60602,OTHER OFFENSE,131
2006,60602,PROSTITUTION,2
2006,60602,PUBLIC PEACE VIOLATION,17
2006,60602,ROBBERY,46
2006,60602,SEX OFFENSE,6
2006,60602,THEFT,1341
2006,60602,WEAPONS VIOLATION,2
2006,60603,ASSAULT,109
2006,60603,BATTERY,191
2006,60603,BURGLARY,24
2006,60603,CRIM SEXUAL ASSAULT,1
2006,60603,CRIMINAL DAMAGE,115
2006,60603,CRIMINAL TRESPASS,189
2006,60603,DECEPTIVE PRACTICE,228
2006,60603,HOMICIDE,1
2006,60603,INTERFERENCE WITH PUBLIC OFFICER,6
2006,60603,INTIMIDATION,2
2006,60603,KIDNAPPING,2
2006,60603,LIQUOR LAW VIOLATION,4
2006,60603,MOTOR VEHICLE THEFT,22
2006,60603,NARCOTICS,55
2006,60603,OFFENSE INVOLVING CHILDREN,6
2006,60603,OTHER OFFENSE,76
2006,60603,PROSTITUTION,2
2006,60603,PUBLIC PEACE VIOLATION,10
2006,60603,ROBBERY,83
2006,60603,SEX OFFENSE,13
2006,60603,STALKING,3
2006,60603,THEFT,1492
2006,60603,WEAPONS VIOLATION,1
2006,60604,ARSON,1
2006,60604,ASSAULT,29
2006,60604,BATTERY,81
2006,60604,BURGLARY,13
2006,60604,CRIM SEXUAL ASSAULT,1
2006,60604,CRIMINAL DAMAGE,78
2006,60604,CRIMINAL TRESPASS,78
2006,60604,DECEPTIVE PRACTICE,125
2006,60604,INTERFERENCE WITH PUBLIC OFFICER,1
2006,60604,INTIMIDATION,2
2006,60604,MOTOR VEHICLE THEFT,20
2006,60604,NARCOTICS,17
2006,60604,OTHER OFFENSE,76
2006,60604,PROSTITUTION,4
2006,60604,PUBLIC PEACE VIOLATION,20
2006,60604,ROBBERY,36
2006,60604,STALKING,3
2006,60604,THEFT,448
2006,60604,WEAPONS VIOLATION,2
2006,60605,ARSON,1
2006,60605,ASSAULT,115
2006,60605,BATTERY,297
2006,60605,BURGLARY,84
2006,60605,CRIM SEXUAL ASSAULT,4
2006,60605,CRIMINAL DAMAGE,307
2006,60605,CRIMINAL TRESPASS,307
2006,60605,DECEPTIVE PRACTICE,287
2006,60605,GAMBLING,1
2006,60605,INTERFERENCE WITH PUBLIC OFFICER,6
2006,60605,INTIMIDATION,2
2006,60605,KIDNAPPING,1
2006,60605,LIQUOR LAW VIOLATION,9
2006,60605,MOTOR VEHICLE THEFT,138
2006,60605,NARCOTICS,137
2006,60605,OFFENSE INVOLVING CHILDREN,13
2006,60605,OTHER OFFENSE,159
2006,60605,PROSTITUTION,10
2006,60605,PUBLIC PEACE VIOLATION,11
2006,60605,ROBBERY,86
2006,60605,SEX OFFENSE,9
2006,60605,STALKING,2
2006,60605,THEFT,1469
2006,60605,WEAPONS VIOLATION,6
2006,60606,ASSAULT,22
2006,60606,BATTERY,67
2006,60606,BURGLARY,39
2006,60606,CRIM SEXUAL ASSAULT,2
2006,60606,CRIMINAL DAMAGE,113
2006,60606,CRIMINAL TRESPASS,9
2006,60606,DECEPTIVE PRACTICE,34
2006,60606,INTERFERENCE WITH PUBLIC OFFICER,1
2006,60606,LIQUOR LAW VIOLATION,2
2006,60606,MOTOR VEHICLE THEFT,51
2006,60606,NARCOTICS,4
2006,60606,OTHER OFFENSE,40
2006,60606,PROSTITUTION,1
2006,60606,PUBLIC PEACE VIOLATION,1
2006,60606,ROBBERY,23
2006,60606,THEFT,376
2006,60607,ARSON,4
2006,60607,ASSAULT,207
2006,60607,BATTERY,757
2006,60607,BURGLARY,129
2006,60607,CRIM SEXUAL ASSAULT,10
2006,60607,CRIMINAL DAMAGE,541
2006,60607,CRIMINAL TRESPASS,218
2006,60607,DECEPTIVE PRACTICE,142
2006,60607,GAMBLING,14
2006,60607,HOMICIDE,6
2006,60607,INTERFERENCE WITH PUBLIC OFFICER,3
2006,60607,INTIMIDATION,3
2006,60607,LIQUOR LAW VIOLATION,7
2006,60607,MOTOR VEHICLE THEFT,272
2006,60607,NARCOTICS,621
2006,60607,OFFENSE INVOLVING CHILDREN,13
2006,60607,OTHER OFFENSE,171
2006,60607,PROSTITUTION,38
2006,60607,PUBLIC PEACE VIOLATION,36
2006,60607,ROBBERY,127
2006,60607,SEX OFFENSE,11
2006,60607,STALKING,2
2006,60607,THEFT,1181
2006,60607,WEAPONS VIOLATION,25
2006,60608,ARSON,13
2006,60608,ASSAULT,430
2006,60608,BATTERY,1067
2006,60608,BURGLARY,363
2006,60608,CRIM SEXUAL ASSAULT,20
2006,60608,CRIMINAL DAMAGE,1116
2006,60608,CRIMINAL TRESPASS,116
2006,60608,DECEPTIVE PRACTICE,146
2006,60608,GAMBLING,2
2006,60608,HOMICIDE,9
2006,60608,INTERFERENCE WITH PUBLIC OFFICER,8
2006,60608,INTIMIDATION,7
2006,60608,KIDNAPPING,6
2006,60608,LIQUOR LAW VIOLATION,42
2006,60608,MOTOR VEHICLE THEFT,302
2006,60608,NARCOTICS,364
2006,60608,OBSCENITY,1
2006,60608,OFFENSE INVOLVING CHILDREN,46
2006,60608,OTHER OFFENSE,385
2006,60608,PROSTITUTION,167
2006,60608,PUBLIC PEACE VIOLATION,76
2006,60608,ROBBERY,167
2006,60608,SEX OFFENSE,20
2006,60608,STALKING,1
2006,60608,THEFT,1403
2006,60608,WEAPONS VIOLATION,59
2006,60609,ARSON,21
2006,60609,ASSAULT,788
2006,60609,BATTERY,2609
2006,60609,BURGLARY,618
2006,60609,CRIM SEXUAL ASSAULT,43
2006,60609,CRIMINAL DAMAGE,1321
2006,60609,CRIMINAL TRESPASS,284
2006,60609,DECEPTIVE PRACTICE,205
2006,60609,GAMBLING,78
2006,60609,HOMICIDE,15
2006,60609,INTERFERENCE WITH PUBLIC OFFICER,23
2006,60609,INTIMIDATION,7
2006,60609,KIDNAPPING,15
2006,60609,LIQUOR LAW VIOLATION,22
2006,60609,MOTOR VEHICLE THEFT,558
2006,60609,NARCOTICS,1818
2006,60609,OFFENSE INVOLVING CHILDREN,78
2006,60609,OTHER OFFENSE,561
2006,60609,PROSTITUTION,357
2006,60609,PUBLIC PEACE VIOLATION,142
2006,60609,ROBBERY,425
2006,60609,SEX OFFENSE,38
2006,60609,STALKING,1
2006,60609,THEFT,1738
2006,60609,WEAPONS VIOLATION,156
2006,60610,ARSON,2
2006,60610,ASSAULT,263
2006,60610,BATTERY,1047
2006,60610,BURGLARY,176
2006,60610,CRIM SEXUAL ASSAULT,11
2006,60610,CRIMINAL DAMAGE,524
2006,60610,CRIMINAL TRESPASS,913
2006,60610,DECEPTIVE PRACTICE,286
2006,60610,GAMBLING,12
2006,60610,HOMICIDE,2
2006,60610,INTERFERENCE WITH PUBLIC OFFICER,18
2006,60610,INTIMIDATION,2
2006,60610,KIDNAPPING,1
2006,60610,LIQUOR LAW VIOLATION,12
2006,60610,MOTOR VEHICLE THEFT,162
2006,60610,NARCOTICS,774
2006,60610,OBSCENITY,1
2006,60610,OFFENSE INVOLVING CHILDREN,35
2006,60610,OTHER OFFENSE,240
2006,60610,PROSTITUTION,80
2006,60610,PUBLIC PEACE VIOLATION,46
2006,60610,ROBBERY,165
2006,60610,SEX OFFENSE,21
2006,60610,STALKING,4
2006,60610,THEFT,1710
2006,60610,WEAPONS VIOLATION,21
2006,60611,ASSAULT,117
2006,60611,BATTERY,295
2006,60611,BURGLARY,97
2006,60611,CRIM SEXUAL ASSAULT,9
2006,60611,CRIMINAL DAMAGE,187
2006,60611,CRIMINAL TRESPASS,147
2006,60611,DECEPTIVE PRACTICE,474
2006,60611,INTERFERENCE WITH PUBLIC OFFICER,2
2006,60611,INTIMIDATION,2
2006,60611,KIDNAPPING,2
2006,60611,LIQUOR LAW VIOLATION,5
2006,60611,MOTOR VEHICLE THEFT,39
2006,60611,NARCOTICS,64
2006,60611,OFFENSE INVOLVING CHILDREN,2
2006,60611,OTHER OFFENSE,154
2006,60611,PROSTITUTION,79
2006,60611,PUBLIC PEACE VIOLATION,22
2006,60611,ROBBERY,57
2006,60611,SEX OFFENSE,12
2006,60611,STALKING,1
2006,60611,THEFT,1916
2006,60611,WEAPONS VIOLATION,3
2006,60612,ARSON,13
2006,60612,ASSAULT,633
2006,60612,BATTERY,1769
2006,60612,BURGLARY,304
2006,60612,CRIM SEXUAL ASSAULT,20
2006,60612,CRIMINAL DAMAGE,986
2006,60612,CRIMINAL TRESPASS,321
2006,60612,DECEPTIVE PRACTICE,164
2006,60612,GAMBLING,42
2006,60612,HOMICIDE,11
2006,60612,INTERFERENCE WITH PUBLIC OFFICER,14
2006,60612,INTIMIDATION,5
2006,60612,KIDNAPPING,4
2006,60612,LIQUOR LAW VIOLATION,12
2006,60612,MOTOR VEHICLE THEFT,563
2006,60612,NARCOTICS,1991
2006,60612,OFFENSE INVOLVING CHILDREN,40
2006,60612,OTHER OFFENSE,375
2006,60612,PROSTITUTION,761
2006,60612,PUBLIC PEACE VIOLATION,48
2006,60612,ROBBERY,357
2006,60612,SEX OFFENSE,33
2006,60612,STALKING,2
2006,60612,THEFT,1713
2006,60612,WEAPONS VIOLATION,80
2006,60613,ARSON,6
2006,60613,ASSAULT,186
2006,60613,BATTERY,678
2006,60613,BURGLARY,404
2006,60613,CRIM SEXUAL ASSAULT,22
2006,60613,CRIMINAL DAMAGE,665
2006,60613,CRIMINAL TRESPASS,146
2006,60613,DECEPTIVE PRACTICE,264
2006,60613,GAMBLING,1
2006,60613,HOMICIDE,1
2006,60613,INTERFERENCE WITH PUBLIC OFFICER,4
2006,60613,INTIMIDATION,3
2006,60613,KIDNAPPING,1
2006,60613,LIQUOR LAW VIOLATION,8
2006,60613,MOTOR VEHICLE THEFT,194
2006,60613,NARCOTICS,321
2006,60613,OFFENSE INVOLVING CHILDREN,15
2006,60613,OTHER NARCOTIC VIOLATION,1
2006,60613,OTHER OFFENSE,301
2006,60613,PROSTITUTION,29
2006,60613,PUBLIC PEACE VIOLATION,29
2006,60613,ROBBERY,133
2006,60613,SEX OFFENSE,32
2006,60613,STALKING,1
2006,60613,THEFT,1431
2006,60613,WEAPONS VIOLATION,11
2006,60614,ARSON,3
2006,60614,ASSAULT,161
2006,60614,BATTERY,688
2006,60614,BURGLARY,419
2006,60614,CRIM SEXUAL ASSAULT,17
2006,60614,CRIMINAL DAMAGE,874
2006,60614,CRIMINAL TRESPASS,164
2006,60614,DECEPTIVE PRACTICE,391
2006,60614,GAMBLING,1
2006,60614,INTERFERENCE WITH PUBLIC OFFICER,6
2006,60614,INTIMIDATION,2
2006,60614,KIDNAPPING,3
2006,60614,LIQUOR LAW VIOLATION,32
2006,60614,MOTOR VEHICLE THEFT,264
2006,60614,NARCOTICS,135
2006,60614,OFFENSE INVOLVING CHILDREN,19
2006,60614,OTHER OFFENSE,233
2006,60614,PROSTITUTION,108
2006,60614,PUBLIC PEACE VIOLATION,21
2006,60614,ROBBERY,174
2006,60614,SEX OFFENSE,27
2006,60614,STALKING,3
2006,60614,THEFT,2630
2006,60614,WEAPONS VIOLATION,11
2006,60615,ARSON,7
2006,60615,ASSAULT,551
2006,60615,BATTERY,1426
2006,60615,BURGLARY,641
2006,60615,CRIM SEXUAL ASSAULT,39
2006,60615,CRIMINAL DAMAGE,811
2006,60615,CRIMINAL TRESPASS,238
2006,60615,DECEPTIVE PRACTICE,260
2006,60615,GAMBLING,14
2006,60615,HOMICIDE,6
2006,60615,INTERFERENCE WITH PUBLIC OFFICER,7
2006,60615,INTIMIDATION,4
2006,60615,KIDNAPPING,4
2006,60615,LIQUOR LAW VIOLATION,7
2006,60615,MOTOR VEHICLE THEFT,399
2006,60615,NARCOTICS,428
2006,60615,OFFENSE INVOLVING CHILDREN,42
2006,60615,OTHER OFFENSE,477
2006,60615,PROSTITUTION,141
2006,60615,PUBLIC PEACE VIOLATION,28
2006,60615,ROBBERY,407
2006,60615,SEX OFFENSE,28
2006,60615,STALKING,2
2006,60615,THEFT,1475
2006,60615,WEAPONS VIOLATION,58
2006,60616,ARSON,11
2006,60616,ASSAULT,427
2006,60616,BATTERY,1423
2006,60616,BURGLARY,387
2006,60616,CRIM SEXUAL ASSAULT,19
2006,60616,CRIMINAL DAMAGE,1022
2006,60616,CRIMINAL TRESPASS,1434
2006,60616,DECEPTIVE PRACTICE,306
2006,60616,GAMBLING,27
2006,60616,HOMICIDE,7
2006,60616,INTERFERENCE WITH PUBLIC OFFICER,29
2006,60616,INTIMIDATION,3
2006,60616,KIDNAPPING,6
2006,60616,LIQUOR LAW VIOLATION,11
2006,60616,MOTOR VEHICLE THEFT,390
2006,60616,NARCOTICS,1678
2006,60616,OBSCENITY,1
2006,60616,OFFENSE INVOLVING CHILDREN,31
2006,60616,OTHER OFFENSE,438
2006,60616,PROSTITUTION,29
2006,60616,PUBLIC PEACE VIOLATION,51
2006,60616,ROBBERY,268
2006,60616,SEX OFFENSE,23
2006,60616,THEFT,1955
2006,60616,WEAPONS VIOLATION,53
2006,60617,ARSON,18
2006,60617,ASSAULT,860
2006,60617,BATTERY,2431
2006,60617,BURGLARY,692
2006,60617,CRIM SEXUAL ASSAULT,40
2006,60617,CRIMINAL DAMAGE,1870
2006,60617,CRIMINAL TRESPASS,339
2006,60617,DECEPTIVE PRACTICE,270
2006,60617,GAMBLING,34
2006,60617,HOMICIDE,13
2006,60617,INTERFERENCE WITH PUBLIC OFFICER,11
2006,60617,INTIMIDATION,8
2006,60617,KIDNAPPING,8
2006,60617,LIQUOR LAW VIOLATION,33
2006,60617,MOTOR VEHICLE THEFT,587
2006,60617,NARCOTICS,1135
2006,60617,OFFENSE INVOLVING CHILDREN,117
2006,60617,OTHER OFFENSE,792
2006,60617,PROSTITUTION,34
2006,60617,PUBLIC PEACE VIOLATION,76
2006,60617,ROBBERY,366
2006,60617,SEX OFFENSE,36
2006,60617,STALKING,11
2006,60617,THEFT,1924
2006,60617,WEAPONS VIOLATION,161
2006,60618,ARSON,7
2006,60618,ASSAULT,320
2006,60618,BATTERY,985
2006,60618,BURGLARY,509
2006,60618,CRIM SEXUAL ASSAULT,18
2006,60618,CRIMINAL DAMAGE,1175
2006,60618,CRIMINAL TRESPASS,182
2006,60618,DECEPTIVE PRACTICE,248
2006,60618,GAMBLING,4
2006,60618,HOMICIDE,8
2006,60618,INTERFERENCE WITH PUBLIC OFFICER,11
2006,60618,INTIMIDATION,7
2006,60618,KIDNAPPING,8
2006,60618,LIQUOR LAW VIOLATION,30
2006,60618,MOTOR VEHICLE THEFT,344
2006,60618,NARCOTICS,307
2006,60618,OBSCENITY,1
2006,60618,OFFENSE INVOLVING CHILDREN,34
2006,60618,OTHER OFFENSE,488
2006,60618,PROSTITUTION,11
2006,60618,PUBLIC PEACE VIOLATION,51
2006,60618,ROBBERY,250
2006,60618,SEX OFFENSE,32
2006,60618,STALKING,2
2006,60618,THEFT,1523
2006,60618,WEAPONS VIOLATION,30
2006,60619,ARSON,24
2006,60619,ASSAULT,1086
2006,60619,BATTERY,3293
2006,60619,BURGLARY,1000
2006,60619,CRIM SEXUAL ASSAULT,61
2006,60619,CRIMINAL DAMAGE,2172
2006,60619,CRIMINAL TRESPASS,495
2006,60619,DECEPTIVE PRACTICE,546
2006,60619,GAMBLING,32
2006,60619,HOMICIDE,25
2006,60619,INTERFERENCE WITH PUBLIC OFFICER,19
2006,60619,INTIMIDATION,8
2006,60619,KIDNAPPING,18
2006,60619,LIQUOR LAW VIOLATION,21
2006,60619,MOTOR VEHICLE THEFT,1280
2006,60619,NARCOTICS,1741
2006,60619,OBSCENITY,1
2006,60619,OFFENSE INVOLVING CHILDREN,115
2006,60619,OTHER OFFENSE,1138
2006,60619,PROSTITUTION,27
2006,60619,PUBLIC INDECENCY,1
2006,60619,PUBLIC PEACE VIOLATION,80
2006,60619,RITUALISM,2
2006,60619,ROBBERY,1022
2006,60619,SEX OFFENSE,47
2006,60619,STALKING,12
2006,60619,THEFT,3140
2006,60619,WEAPONS VIOLATION,159
2006,60620,ARSON,29
2006,60620,ASSAULT,1211
2006,60620,BATTERY,3609
2006,60620,BURGLARY,1001
2006,60620,CRIM SEXUAL ASSAULT,63
2006,60620,CRIMINAL DAMAGE,2297
2006,60620,CRIMINAL TRESPASS,456
2006,60620,DECEPTIVE PRACTICE,384
2006,60620,GAMBLING,72
2006,60620,HOMICIDE,25
2006,60620,INTERFERENCE WITH PUBLIC OFFICER,34
2006,60620,INTIMIDATION,11
2006,60620,KIDNAPPING,21
2006,60620,LIQUOR LAW VIOLATION,33
2006,60620,MOTOR VEHICLE THEFT,972
2006,60620,NARCOTICS,1824
2006,60620,OBSCENITY,1
2006,60620,OFFENSE INVOLVING CHILDREN,155
2006,60620,OTHER OFFENSE,1231
2006,60620,PROSTITUTION,67
2006,60620,PUBLIC INDECENCY,1
2006,60620,PUBLIC PEACE VIOLATION,84
2006,60620,ROBBERY,773
2006,60620,SEX OFFENSE,40
2006,60620,STALKING,9
2006,60620,THEFT,2618
2006,60620,WEAPONS VIOLATION,160
2006,60621,ARSON,32
2006,60621,ASSAULT,1131
2006,60621,BATTERY,3850
2006,60621,BURGLARY,967
2006,60621,CRIM SEXUAL ASSAULT,79
2006,60621,CRIMINAL DAMAGE,1937
2006,60621,CRIMINAL TRESPASS,396
2006,60621,DECEPTIVE PRACTICE,259
2006,60621,GAMBLING,67
2006,60621,HOMICIDE,22
2006,60621,INTERFERENCE WITH PUBLIC OFFICER,24
2006,60621,INTIMIDATION,11
2006,60621,KIDNAPPING,18
2006,60621,LIQUOR LAW VIOLATION,20
2006,60621,MOTOR VEHICLE THEFT,843
2006,60621,NARCOTICS,1939
2006,60621,OBSCENITY,1
2006,60621,OFFENSE INVOLVING CHILDREN,95
2006,60621,OTHER OFFENSE,822
2006,60621,PROSTITUTION,181
2006,60621,PUBLIC PEACE VIOLATION,54
2006,60621,ROBBERY,645
2006,60621,SEX OFFENSE,61
2006,60621,STALKING,5
2006,60621,THEFT,1927
2006,60621,WEAPONS VIOLATION,184
2006,60622,ARSON,26
2006,60622,ASSAULT,585
2006,60622,BATTERY,1632
2006,60622,BURGLARY,884
2006,60622,CRIM SEXUAL ASSAULT,31
2006,60622,CRIMINAL DAMAGE,1701
2006,60622,CRIMINAL TRESPASS,294
2006,60622,DECEPTIVE PRACTICE,377
2006,60622,GAMBLING,11
2006,60622,HOMICIDE,7
2006,60622,INTERFERENCE WITH PUBLIC OFFICER,20
2006,60622,INTIMIDATION,10
2006,60622,KIDNAPPING,5
2006,60622,LIQUOR LAW VIOLATION,62
2006,60622,MOTOR VEHICLE THEFT,584
2006,60622,NARCOTICS,753
2006,60622,OFFENSE INVOLVING CHILDREN,34
2006,60622,OTHER OFFENSE,483
2006,60622,PROSTITUTION,93
2006,60622,PUBLIC PEACE VIOLATION,82
2006,60622,ROBBERY,380
2006,60622,SEX OFFENSE,44
2006,60622,STALKING,4
2006,60622,THEFT,3341
2006,60622,WEAPONS VIOLATION,62
2006,60623,ARSON,55
2006,60623,ASSAULT,862
2006,60623,BATTERY,3200
2006,60623,BURGLARY,557
2006,60623,CRIM SEXUAL ASSAULT,44
2006,60623,CRIMINAL DAMAGE,1583
2006,60623,CRIMINAL TRESPASS,218
2006,60623,DECEPTIVE PRACTICE,233
2006,60623,GAMBLING,72
2006,60623,HOMICIDE,35
2006,60623,INTERFERENCE WITH PUBLIC OFFICER,18
2006,60623,INTIMIDATION,13
2006,60623,KIDNAPPING,11
2006,60623,LIQUOR LAW VIOLATION,80
