Year,zipcode,PrimaryType,Count
2015,60604,CRIMINAL TRESPASS,32
2015,60604,DECEPTIVE PRACTICE,104
2015,60604,HOMICIDE,1
2015,60604,HUMAN TRAFFICKING,1
2015,60604,INTERFERENCE WITH PUBLIC OFFICER,1
2015,60604,MOTOR VEHICLE THEFT,8
2015,60604,NARCOTICS,14
2015,60604,OTHER OFFENSE,46
2015,60604,PUBLIC PEACE VIOLATION,13
2015,60604,ROBBERY,21
2015,60604,SEX OFFENSE,5
2015,60604,STALKING,1
2015,60604,THEFT,331
2015,60605,ASSAULT,128
2015,60605,BATTERY,361
2015,60605,BURGLARY,60
2015,60605,CRIM SEXUAL ASSAULT,11
2015,60605,CRIMINAL DAMAGE,191
2015,60605,CRIMINAL TRESPASS,184
2015,60605,DECEPTIVE PRACTICE,373
2015,60605,INTERFERENCE WITH PUBLIC OFFICER,6
2015,60605,INTIMIDATION,3
2015,60605,LIQUOR LAW VIOLATION,3
2015,60605,MOTOR VEHICLE THEFT,59
2015,60605,NARCOTICS,83
2015,60605,NON-CRIMINAL,1
2015,60605,OBSCENITY,1
2015,60605,OFFENSE INVOLVING CHILDREN,18
2015,60605,OTHER OFFENSE,117
2015,60605,PROSTITUTION,6
2015,60605,PUBLIC PEACE VIOLATION,23
2015,60605,ROBBERY,78
2015,60605,SEX OFFENSE,20
2015,60605,STALKING,2
2015,60605,THEFT,1372
2015,60605,WEAPONS VIOLATION,4
2015,60606,ASSAULT,24
2015,60606,BATTERY,59
2015,60606,BURGLARY,12
2015,60606,CRIM SEXUAL ASSAULT,3
2015,60606,CRIMINAL DAMAGE,82
2015,60606,CRIMINAL TRESPASS,19
2015,60606,DECEPTIVE PRACTICE,54
2015,60606,INTIMIDATION,1
2015,60606,LIQUOR LAW VIOLATION,2
2015,60606,MOTOR VEHICLE THEFT,21
2015,60606,NARCOTICS,2
2015,60606,OTHER OFFENSE,28
2015,60606,PUBLIC PEACE VIOLATION,1
2015,60606,ROBBERY,13
2015,60606,SEX OFFENSE,1
2015,60606,THEFT,320
2015,60606,WEAPONS VIOLATION,2
2015,60607,ASSAULT,138
2015,60607,BATTERY,386
2015,60607,BURGLARY,119
2015,60607,CRIM SEXUAL ASSAULT,15
2015,60607,CRIMINAL DAMAGE,260
2015,60607,CRIMINAL TRESPASS,70
2015,60607,DECEPTIVE PRACTICE,216
2015,60607,GAMBLING,1
2015,60607,HOMICIDE,7
2015,60607,HUMAN TRAFFICKING,1
2015,60607,INTERFERENCE WITH PUBLIC OFFICER,3
2015,60607,LIQUOR LAW VIOLATION,4
2015,60607,MOTOR VEHICLE THEFT,109
2015,60607,NARCOTICS,79
2015,60607,OFFENSE INVOLVING CHILDREN,16
2015,60607,OTHER OFFENSE,119
2015,60607,PROSTITUTION,3
2015,60607,PUBLIC PEACE VIOLATION,13
2015,60607,ROBBERY,73
2015,60607,SEX OFFENSE,6
2015,60607,THEFT,769
2015,60607,WEAPONS VIOLATION,8
2015,60608,ARSON,16
2015,60608,ASSAULT,259
2015,60608,BATTERY,659
2015,60608,BURGLARY,144
2015,60608,CONCEALED CARRY LICENSE VIOLATION,1
2015,60608,CRIM SEXUAL ASSAULT,25
2015,60608,CRIMINAL DAMAGE,544
2015,60608,CRIMINAL TRESPASS,74
2015,60608,DECEPTIVE PRACTICE,162
2015,60608,GAMBLING,1
2015,60608,HOMICIDE,6
2015,60608,INTERFERENCE WITH PUBLIC OFFICER,5
2015,60608,INTIMIDATION,2
2015,60608,LIQUOR LAW VIOLATION,10
2015,60608,MOTOR VEHICLE THEFT,233
2015,60608,NARCOTICS,201
2015,60608,OBSCENITY,1
2015,60608,OFFENSE INVOLVING CHILDREN,46
2015,60608,OTHER OFFENSE,195
2015,60608,PROSTITUTION,4
2015,60608,PUBLIC PEACE VIOLATION,52
2015,60608,ROBBERY,103
2015,60608,SEX OFFENSE,24
2015,60608,STALKING,4
2015,60608,THEFT,822
2015,60608,WEAPONS VIOLATION,48
2015,60609,ARSON,14
2015,60609,ASSAULT,451
2015,60609,BATTERY,1245
2015,60609,BURGLARY,312
2015,60609,CONCEALED CARRY LICENSE VIOLATION,1
2015,60609,CRIM SEXUAL ASSAULT,21
2015,60609,CRIMINAL DAMAGE,655
2015,60609,CRIMINAL TRESPASS,92
2015,60609,DECEPTIVE PRACTICE,192
2015,60609,GAMBLING,8
2015,60609,HOMICIDE,21
2015,60609,INTERFERENCE WITH PUBLIC OFFICER,41
2015,60609,INTIMIDATION,8
2015,60609,KIDNAPPING,6
2015,60609,LIQUOR LAW VIOLATION,9
2015,60609,MOTOR VEHICLE THEFT,201
2015,60609,NARCOTICS,595
2015,60609,NON - CRIMINAL,1
2015,60609,NON-CRIMINAL,1
2015,60609,OFFENSE INVOLVING CHILDREN,44
2015,60609,OTHER OFFENSE,457
2015,60609,PROSTITUTION,34
2015,60609,PUBLIC INDECENCY,1
2015,60609,PUBLIC PEACE VIOLATION,52
2015,60609,ROBBERY,207
2015,60609,SEX OFFENSE,16
2015,60609,STALKING,3
2015,60609,THEFT,1020
2015,60609,WEAPONS VIOLATION,132
2015,60610,ARSON,2
2015,60610,ASSAULT,145
2015,60610,BATTERY,428
2015,60610,BURGLARY,83
2015,60610,CRIM SEXUAL ASSAULT,17
2015,60610,CRIMINAL DAMAGE,275
2015,60610,CRIMINAL TRESPASS,113
2015,60610,DECEPTIVE PRACTICE,328
2015,60610,HOMICIDE,1
2015,60610,INTERFERENCE WITH PUBLIC OFFICER,13
2015,60610,INTIMIDATION,1
2015,60610,KIDNAPPING,5
2015,60610,LIQUOR LAW VIOLATION,14
2015,60610,MOTOR VEHICLE THEFT,74
2015,60610,NARCOTICS,133
2015,60610,OBSCENITY,1
2015,60610,OFFENSE INVOLVING CHILDREN,10
2015,60610,OTHER OFFENSE,131
2015,60610,PROSTITUTION,1
2015,60610,PUBLIC PEACE VIOLATION,22
2015,60610,ROBBERY,82
2015,60610,SEX OFFENSE,8
2015,60610,STALKING,2
2015,60610,THEFT,1140
2015,60610,WEAPONS VIOLATION,16
2015,60611,ARSON,2
2015,60611,ASSAULT,103
2015,60611,BATTERY,259
2015,60611,BURGLARY,33
2015,60611,CONCEALED CARRY LICENSE VIOLATION,1
2015,60611,CRIM SEXUAL ASSAULT,16
2015,60611,CRIMINAL DAMAGE,98
2015,60611,CRIMINAL TRESPASS,86
2015,60611,DECEPTIVE PRACTICE,510
2015,60611,INTERFERENCE WITH PUBLIC OFFICER,2
2015,60611,INTIMIDATION,2
2015,60611,KIDNAPPING,1
2015,60611,LIQUOR LAW VIOLATION,7
2015,60611,MOTOR VEHICLE THEFT,33
2015,60611,NARCOTICS,40
2015,60611,NON-CRIMINAL,1
2015,60611,OFFENSE INVOLVING CHILDREN,4
2015,60611,OTHER OFFENSE,80
2015,60611,PROSTITUTION,54
2015,60611,PUBLIC INDECENCY,1
2015,60611,PUBLIC PEACE VIOLATION,16
2015,60611,ROBBERY,49
2015,60611,SEX OFFENSE,8
2015,60611,STALKING,1
2015,60611,THEFT,1732
2015,60611,WEAPONS VIOLATION,2
2015,60612,ARSON,6
2015,60612,ASSAULT,450
2015,60612,BATTERY,1200
2015,60612,BURGLARY,215
2015,60612,CRIM SEXUAL ASSAULT,28
2015,60612,CRIMINAL DAMAGE,638
2015,60612,CRIMINAL TRESPASS,136
2015,60612,DECEPTIVE PRACTICE,211
2015,60612,GAMBLING,10
2015,60612,HOMICIDE,11
2015,60612,INTERFERENCE WITH PUBLIC OFFICER,34
2015,60612,INTIMIDATION,2
2015,60612,MOTOR VEHICLE THEFT,271
2015,60612,NARCOTICS,913
2015,60612,NON - CRIMINAL,1
2015,60612,OBSCENITY,1
2015,60612,OFFENSE INVOLVING CHILDREN,36
2015,60612,OTHER OFFENSE,386
2015,60612,PROSTITUTION,14
2015,60612,PUBLIC PEACE VIOLATION,62
2015,60612,ROBBERY,247
2015,60612,SEX OFFENSE,14
2015,60612,STALKING,4
2015,60612,THEFT,1020
2015,60612,WEAPONS VIOLATION,61
2015,60613,ARSON,1
2015,60613,ASSAULT,129
2015,60613,BATTERY,417
2015,60613,BURGLARY,149
2015,60613,CRIM SEXUAL ASSAULT,31
2015,60613,CRIMINAL DAMAGE,330
2015,60613,CRIMINAL TRESPASS,114
2015,60613,DECEPTIVE PRACTICE,290
2015,60613,HOMICIDE,3
2015,60613,INTERFERENCE WITH PUBLIC OFFICER,10
2015,60613,INTIMIDATION,2
2015,60613,KIDNAPPING,1
2015,60613,LIQUOR LAW VIOLATION,4
2015,60613,MOTOR VEHICLE THEFT,122
2015,60613,NARCOTICS,97
2015,60613,OFFENSE INVOLVING CHILDREN,20
2015,60613,OTHER OFFENSE,112
2015,60613,PUBLIC INDECENCY,1
2015,60613,PUBLIC PEACE VIOLATION,27
2015,60613,ROBBERY,104
2015,60613,SEX OFFENSE,9
2015,60613,STALKING,3
2015,60613,THEFT,1031
2015,60613,WEAPONS VIOLATION,8
2015,60614,ARSON,3
2015,60614,ASSAULT,69
2015,60614,BATTERY,303
2015,60614,BURGLARY,188
2015,60614,CRIM SEXUAL ASSAULT,19
2015,60614,CRIMINAL DAMAGE,414
2015,60614,CRIMINAL TRESPASS,70
2015,60614,DECEPTIVE PRACTICE,303
2015,60614,HOMICIDE,3
2015,60614,INTERFERENCE WITH PUBLIC OFFICER,1
2015,60614,INTIMIDATION,1
2015,60614,KIDNAPPING,1
2015,60614,LIQUOR LAW VIOLATION,18
2015,60614,MOTOR VEHICLE THEFT,100
2015,60614,NARCOTICS,44
2015,60614,OFFENSE INVOLVING CHILDREN,9
2015,60614,OTHER OFFENSE,94
2015,60614,PUBLIC INDECENCY,1
2015,60614,PUBLIC PEACE VIOLATION,15
2015,60614,ROBBERY,108
2015,60614,SEX OFFENSE,19
2015,60614,STALKING,1
2015,60614,THEFT,1799
2015,60614,WEAPONS VIOLATION,5
2015,60615,ARSON,3
2015,60615,ASSAULT,276
2015,60615,BATTERY,796
2015,60615,BURGLARY,213
2015,60615,CRIM SEXUAL ASSAULT,24
2015,60615,CRIMINAL DAMAGE,463
2015,60615,CRIMINAL TRESPASS,109
2015,60615,DECEPTIVE PRACTICE,285
2015,60615,GAMBLING,2
2015,60615,HOMICIDE,7
2015,60615,INTERFERENCE WITH PUBLIC OFFICER,5
2015,60615,KIDNAPPING,1
2015,60615,LIQUOR LAW VIOLATION,2
2015,60615,MOTOR VEHICLE THEFT,194
2015,60615,NARCOTICS,132
2015,60615,OBSCENITY,1
2015,60615,OFFENSE INVOLVING CHILDREN,29
2015,60615,OTHER OFFENSE,238
2015,60615,PROSTITUTION,3
2015,60615,PUBLIC INDECENCY,1
2015,60615,PUBLIC PEACE VIOLATION,19
2015,60615,ROBBERY,221
2015,60615,SEX OFFENSE,18
2015,60615,STALKING,2
2015,60615,THEFT,1069
2015,60615,WEAPONS VIOLATION,28
2015,60616,ARSON,7
2015,60616,ASSAULT,277
2015,60616,BATTERY,724
2015,60616,BURGLARY,179
2015,60616,CONCEALED CARRY LICENSE VIOLATION,1
2015,60616,CRIM SEXUAL ASSAULT,23
2015,60616,CRIMINAL DAMAGE,583
2015,60616,CRIMINAL TRESPASS,176
2015,60616,DECEPTIVE PRACTICE,318
2015,60616,GAMBLING,2
2015,60616,HOMICIDE,4
2015,60616,HUMAN TRAFFICKING,2
2015,60616,INTERFERENCE WITH PUBLIC OFFICER,5
2015,60616,INTIMIDATION,3
2015,60616,KIDNAPPING,1
2015,60616,LIQUOR LAW VIOLATION,5
2015,60616,MOTOR VEHICLE THEFT,224
2015,60616,NARCOTICS,119
2015,60616,NON - CRIMINAL,2
2015,60616,OFFENSE INVOLVING CHILDREN,26
2015,60616,OTHER OFFENSE,238
2015,60616,PROSTITUTION,2
2015,60616,PUBLIC INDECENCY,1
2015,60616,PUBLIC PEACE VIOLATION,24
2015,60616,ROBBERY,212
2015,60616,SEX OFFENSE,11
2015,60616,STALKING,2
2015,60616,THEFT,1110
2015,60616,WEAPONS VIOLATION,28
2015,60617,ARSON,17
2015,60617,ASSAULT,622
2015,60617,BATTERY,1512
2015,60617,BURGLARY,383
2015,60617,CONCEALED CARRY LICENSE VIOLATION,1
2015,60617,CRIM SEXUAL ASSAULT,35
2015,60617,CRIMINAL DAMAGE,866
2015,60617,CRIMINAL TRESPASS,193
2015,60617,DECEPTIVE PRACTICE,301
2015,60617,GAMBLING,5
2015,60617,HOMICIDE,11
2015,60617,INTERFERENCE WITH PUBLIC OFFICER,56
2015,60617,INTIMIDATION,3
2015,60617,KIDNAPPING,10
2015,60617,LIQUOR LAW VIOLATION,9
2015,60617,MOTOR VEHICLE THEFT,221
2015,60617,NARCOTICS,481
2015,60617,OFFENSE INVOLVING CHILDREN,111
2015,60617,OTHER OFFENSE,548
2015,60617,PROSTITUTION,1
2015,60617,PUBLIC INDECENCY,3
2015,60617,PUBLIC PEACE VIOLATION,107
2015,60617,ROBBERY,227
2015,60617,SEX OFFENSE,20
2015,60617,STALKING,8
2015,60617,THEFT,1087
2015,60617,WEAPONS VIOLATION,132
2015,60618,ARSON,12
2015,60618,ASSAULT,187
2015,60618,BATTERY,560
2015,60618,BURGLARY,201
2015,60618,CRIM SEXUAL ASSAULT,21
2015,60618,CRIMINAL DAMAGE,422
2015,60618,CRIMINAL TRESPASS,55
2015,60618,DECEPTIVE PRACTICE,242
2015,60618,HOMICIDE,4
2015,60618,INTERFERENCE WITH PUBLIC OFFICER,4
2015,60618,INTIMIDATION,4
2015,60618,KIDNAPPING,4
2015,60618,LIQUOR LAW VIOLATION,6
2015,60618,MOTOR VEHICLE THEFT,239
2015,60618,NARCOTICS,129
2015,60618,OFFENSE INVOLVING CHILDREN,29
2015,60618,OTHER NARCOTIC VIOLATION,1
2015,60618,OTHER OFFENSE,177
2015,60618,PROSTITUTION,1
2015,60618,PUBLIC PEACE VIOLATION,19
2015,60618,ROBBERY,111
2015,60618,SEX OFFENSE,22
2015,60618,STALKING,2
2015,60618,THEFT,1087
2015,60618,WEAPONS VIOLATION,17
2015,60619,ARSON,16
2015,60619,ASSAULT,841
2015,60619,BATTERY,2203
2015,60619,BURGLARY,672
2015,60619,CONCEALED CARRY LICENSE VIOLATION,2
2015,60619,CRIM SEXUAL ASSAULT,45
2015,60619,CRIMINAL DAMAGE,1149
2015,60619,CRIMINAL TRESPASS,217
2015,60619,DECEPTIVE PRACTICE,530
2015,60619,GAMBLING,8
2015,60619,HOMICIDE,29
2015,60619,INTERFERENCE WITH PUBLIC OFFICER,52
2015,60619,INTIMIDATION,3
2015,60619,KIDNAPPING,11
2015,60619,LIQUOR LAW VIOLATION,4
2015,60619,MOTOR VEHICLE THEFT,387
2015,60619,NARCOTICS,698
2015,60619,OBSCENITY,2
2015,60619,OFFENSE INVOLVING CHILDREN,75
2015,60619,OTHER OFFENSE,773
2015,60619,PROSTITUTION,25
2015,60619,PUBLIC PEACE VIOLATION,97
2015,60619,ROBBERY,486
2015,60619,SEX OFFENSE,27
2015,60619,STALKING,5
2015,60619,THEFT,1977
2015,60619,WEAPONS VIOLATION,210
2015,60620,ARSON,23
2015,60620,ASSAULT,901
2015,60620,BATTERY,2322
2015,60620,BURGLARY,721
2015,60620,CRIM SEXUAL ASSAULT,62
2015,60620,CRIMINAL DAMAGE,1262
2015,60620,CRIMINAL TRESPASS,290
2015,60620,DECEPTIVE PRACTICE,634
2015,60620,GAMBLING,15
2015,60620,HOMICIDE,22
2015,60620,INTERFERENCE WITH PUBLIC OFFICER,63
2015,60620,INTIMIDATION,4
2015,60620,KIDNAPPING,10
2015,60620,LIQUOR LAW VIOLATION,6
2015,60620,MOTOR VEHICLE THEFT,423
2015,60620,NARCOTICS,892
2015,60620,OBSCENITY,2
2015,60620,OFFENSE INVOLVING CHILDREN,81
2015,60620,OTHER OFFENSE,793
2015,60620,PROSTITUTION,14
2015,60620,PUBLIC PEACE VIOLATION,92
2015,60620,ROBBERY,511
2015,60620,SEX OFFENSE,27
2015,60620,STALKING,8
2015,60620,THEFT,1882
2015,60620,WEAPONS VIOLATION,203
2015,60621,ARSON,18
2015,60621,ASSAULT,727
2015,60621,BATTERY,2110
2015,60621,BURGLARY,472
2015,60621,CONCEALED CARRY LICENSE VIOLATION,2
2015,60621,CRIM SEXUAL ASSAULT,44
2015,60621,CRIMINAL DAMAGE,927
2015,60621,CRIMINAL TRESPASS,201
2015,60621,DECEPTIVE PRACTICE,340
2015,60621,GAMBLING,47
2015,60621,HOMICIDE,27
2015,60621,INTERFERENCE WITH PUBLIC OFFICER,77
2015,60621,INTIMIDATION,1
2015,60621,KIDNAPPING,5
2015,60621,LIQUOR LAW VIOLATION,5
2015,60621,MOTOR VEHICLE THEFT,328
2015,60621,NARCOTICS,918
2015,60621,OFFENSE INVOLVING CHILDREN,74
2015,60621,OTHER OFFENSE,772
2015,60621,PROSTITUTION,123
2015,60621,PUBLIC INDECENCY,1
2015,60621,PUBLIC PEACE VIOLATION,101
2015,60621,ROBBERY,426
2015,60621,SEX OFFENSE,32
2015,60621,STALKING,5
2015,60621,THEFT,1236
2015,60621,WEAPONS VIOLATION,207
2015,60622,ARSON,10
2015,60622,ASSAULT,260
2015,60622,BATTERY,853
2015,60622,BURGLARY,448
2015,60622,CRIM SEXUAL ASSAULT,22
2015,60622,CRIMINAL DAMAGE,775
2015,60622,CRIMINAL TRESPASS,113
2015,60622,DECEPTIVE PRACTICE,365
2015,60622,HOMICIDE,3
2015,60622,INTERFERENCE WITH PUBLIC OFFICER,10
2015,60622,INTIMIDATION,1
2015,60622,LIQUOR LAW VIOLATION,12
2015,60622,MOTOR VEHICLE THEFT,337
2015,60622,NARCOTICS,168
2015,60622,NON-CRIMINAL,2
2015,60622,OBSCENITY,1
2015,60622,OFFENSE INVOLVING CHILDREN,27
2015,60622,OTHER OFFENSE,269
2015,60622,PROSTITUTION,3
2015,60622,PUBLIC PEACE VIOLATION,38
2015,60622,ROBBERY,215
2015,60622,SEX OFFENSE,30
2015,60622,THEFT,2330
2015,60622,WEAPONS VIOLATION,32
2015,60623,ARSON,30
2015,60623,ASSAULT,639
2015,60623,BATTERY,2292
2015,60623,BURGLARY,400
2015,60623,CRIM SEXUAL ASSAULT,50
2015,60623,CRIMINAL DAMAGE,1097
2015,60623,CRIMINAL TRESPASS,151
2015,60623,DECEPTIVE PRACTICE,316
2015,60623,GAMBLING,24
2015,60623,HOMICIDE,26
2015,60623,INTERFERENCE WITH PUBLIC OFFICER,36
2015,60623,INTIMIDATION,5
2015,60623,KIDNAPPING,8
2015,60623,LIQUOR LAW VIOLATION,29
2015,60623,MOTOR VEHICLE THEFT,383
2015,60623,NARCOTICS,1200
2015,60623,NON - CRIMINAL,1
2015,60623,NON-CRIMINAL,1
2015,60623,OBSCENITY,3
2015,60623,OFFENSE INVOLVING CHILDREN,95
2015,60623,OTHER OFFENSE,621
2015,60623,PROSTITUTION,1
2015,60623,PUBLIC PEACE VIOLATION,170
2015,60623,ROBBERY,450
2015,60623,SEX OFFENSE,48
2015,60623,STALKING,3
2015,60623,THEFT,1287
2015,60623,WEAPONS VIOLATION,202
2015,60624,ARSON,12
2015,60624,ASSAULT,836
2015,60624,BATTERY,2499
2015,60624,BURGLARY,298
2015,60624,CONCEALED CARRY LICENSE VIOLATION,6
2015,60624,CRIM SEXUAL ASSAULT,57
2015,60624,CRIMINAL DAMAGE,1045
2015,60624,CRIMINAL TRESPASS,278
2015,60624,DECEPTIVE PRACTICE,370
2015,60624,GAMBLING,41
2015,60624,HOMICIDE,36
2015,60624,HUMAN TRAFFICKING,1
2015,60624,INTERFERENCE WITH PUBLIC OFFICER,135
2015,60624,INTIMIDATION,4
2015,60624,KIDNAPPING,3
2015,60624,LIQUOR LAW VIOLATION,11
2015,60624,MOTOR VEHICLE THEFT,372
2015,60624,NARCOTICS,4280
2015,60624,NON - CRIMINAL,1
2015,60624,OBSCENITY,1
2015,60624,OFFENSE INVOLVING CHILDREN,83
2015,60624,OTHER OFFENSE,748
2015,60624,PROSTITUTION,330
2015,60624,PUBLIC PEACE VIOLATION,170
2015,60624,ROBBERY,646
2015,60624,SEX OFFENSE,27
2015,60624,STALKING,2
2015,60624,THEFT,1266
2015,60624,WEAPONS VIOLATION,214
2015,60625,ARSON,7
2015,60625,ASSAULT,269
2015,60625,BATTERY,833
2015,60625,BURGLARY,279
2015,60625,CONCEALED CARRY LICENSE VIOLATION,1
2015,60625,CRIM SEXUAL ASSAULT,21
2015,60625,CRIMINAL DAMAGE,635
2015,60625,CRIMINAL TRESPASS,93
2015,60625,DECEPTIVE PRACTICE,232
2015,60625,GAMBLING,4
2015,60625,HOMICIDE,5
2015,60625,INTERFERENCE WITH PUBLIC OFFICER,9
2015,60625,INTIMIDATION,3
2015,60625,KIDNAPPING,3
2015,60625,LIQUOR LAW VIOLATION,4
2015,60625,MOTOR VEHICLE THEFT,213
2015,60625,NARCOTICS,203
2015,60625,OFFENSE INVOLVING CHILDREN,47
2015,60625,OTHER NARCOTIC VIOLATION,1
2015,60625,OTHER OFFENSE,241
2015,60625,PROSTITUTION,7
2015,60625,PUBLIC INDECENCY,1
2015,60625,PUBLIC PEACE VIOLATION,25
2015,60625,ROBBERY,130
2015,60625,SEX OFFENSE,25
2015,60625,THEFT,1026
2015,60625,WEAPONS VIOLATION,33
2015,60626,ARSON,9
2015,60626,ASSAULT,317
2015,60626,BATTERY,982
2015,60626,BURGLARY,256
2015,60626,CRIM SEXUAL ASSAULT,70
2015,60626,CRIMINAL DAMAGE,549
2015,60626,CRIMINAL TRESPASS,120
2015,60626,DECEPTIVE PRACTICE,994
2015,60626,GAMBLING,1
2015,60626,HOMICIDE,38
2015,60626,HUMAN TRAFFICKING,1
2015,60626,INTERFERENCE WITH PUBLIC OFFICER,18
2015,60626,INTIMIDATION,3
2015,60626,KIDNAPPING,4
2015,60626,LIQUOR LAW VIOLATION,9
2015,60626,MOTOR VEHICLE THEFT,138
2015,60626,NARCOTICS,1190
2015,60626,NON-CRIMINAL,1
2015,60626,OBSCENITY,2
2015,60626,OFFENSE INVOLVING CHILDREN,91
2015,60626,OTHER OFFENSE,355
2015,60626,PROSTITUTION,15
2015,60626,PUBLIC PEACE VIOLATION,37
2015,60626,ROBBERY,166
2015,60626,SEX OFFENSE,72
2015,60626,STALKING,8
2015,60626,THEFT,1270
2015,60626,WEAPONS VIOLATION,49
2015,60628,ARSON,23
2015,60628,ASSAULT,867
2015,60628,BATTERY,2292
2015,60628,BURGLARY,654
2015,60628,CONCEALED CARRY LICENSE VIOLATION,3
2015,60628,CRIM SEXUAL ASSAULT,48
2015,60628,CRIMINAL DAMAGE,1369
2015,60628,CRIMINAL TRESPASS,236
2015,60628,DECEPTIVE PRACTICE,437
2015,60628,GAMBLING,8
2015,60628,HOMICIDE,26
2015,60628,HUMAN TRAFFICKING,2
2015,60628,INTERFERENCE WITH PUBLIC OFFICER,77
2015,60628,INTIMIDATION,9
2015,60628,KIDNAPPING,19
2015,60628,LIQUOR LAW VIOLATION,3
2015,60628,MOTOR VEHICLE THEFT,358
2015,60628,NARCOTICS,771
2015,60628,OBSCENITY,2
2015,60628,OFFENSE INVOLVING CHILDREN,112
2015,60628,OTHER OFFENSE,796
2015,60628,PROSTITUTION,59
2015,60628,PUBLIC PEACE VIOLATION,91
2015,60628,ROBBERY,333
2015,60628,SEX OFFENSE,23
2015,60628,STALKING,6
2015,60628,THEFT,1621
2015,60628,WEAPONS VIOLATION,263
2015,60629,ARSON,18
2015,60629,ASSAULT,419
2015,60629,BATTERY,1224
2015,60629,BURGLARY,524
2015,60629,CRIM SEXUAL ASSAULT,37
2015,60629,CRIMINAL DAMAGE,937
2015,60629,CRIMINAL TRESPASS,124
2015,60629,DECEPTIVE PRACTICE,334
2015,60629,GAMBLING,3
2015,60629,HOMICIDE,8
2015,60629,INTERFERENCE WITH PUBLIC OFFICER,36
2015,60629,INTIMIDATION,2
2015,60629,KIDNAPPING,8
2015,60629,LIQUOR LAW VIOLATION,4
2015,60629,MOTOR VEHICLE THEFT,412
2015,60629,NARCOTICS,484
2015,60629,OBSCENITY,2
2015,60629,OFFENSE INVOLVING CHILDREN,89
2015,60629,OTHER OFFENSE,575
2015,60629,PROSTITUTION,23
2015,60629,PUBLIC PEACE VIOLATION,89
2015,60629,ROBBERY,295
2015,60629,SEX OFFENSE,28
2015,60629,STALKING,2
2015,60629,THEFT,985
2015,60629,WEAPONS VIOLATION,82
2015,60630,ARSON,3
2015,60630,ASSAULT,139
2015,60630,BATTERY,392
2015,60630,BURGLARY,231
2015,60630,CRIM SEXUAL ASSAULT,14
2015,60630,CRIMINAL DAMAGE,382
2015,60630,CRIMINAL TRESPASS,89
2015,60630,DECEPTIVE PRACTICE,196
2015,60630,GAMBLING,1
2015,60630,HOMICIDE,3
2015,60630,INTERFERENCE WITH PUBLIC OFFICER,6
2015,60630,INTIMIDATION,1
2015,60630,KIDNAPPING,4
2015,60630,LIQUOR LAW VIOLATION,3
2015,60630,MOTOR VEHICLE THEFT,145
2015,60630,NARCOTICS,155
2015,60630,NON - CRIMINAL,3
2015,60630,OBSCENITY,2
2015,60630,OFFENSE INVOLVING CHILDREN,22
2015,60630,OTHER OFFENSE,171
2015,60630,PROSTITUTION,2
2015,60630,PUBLIC PEACE VIOLATION,14
2015,60630,ROBBERY,53
2015,60630,SEX OFFENSE,12
2015,60630,STALKING,4
2015,60630,THEFT,677
2015,60630,WEAPONS VIOLATION,13
2015,60631,ARSON,1
2015,60631,ASSAULT,89
2015,60631,BATTERY,206
2015,60631,BURGLARY,95
2015,60631,CRIM SEXUAL ASSAULT,7
2015,60631,CRIMINAL DAMAGE,183
2015,60631,CRIMINAL TRESPASS,49
2015,60631,DECEPTIVE PRACTICE,136
2015,60631,INTERFERENCE WITH PUBLIC OFFICER,3
2015,60631,INTIMIDATION,1
2015,60631,KIDNAPPING,1
2015,60631,LIQUOR LAW VIOLATION,4
2015,60631,MOTOR VEHICLE THEFT,32
2015,60631,NARCOTICS,44
2015,60631,OBSCENITY,1
2015,60631,OFFENSE INVOLVING CHILDREN,20
2015,60631,OTHER OFFENSE,109
2015,60631,PROSTITUTION,3
2015,60631,PUBLIC PEACE VIOLATION,9
2015,60631,ROBBERY,10
2015,60631,SEX OFFENSE,10
2015,60631,STALKING,1
2015,60631,THEFT,329
2015,60631,WEAPONS VIOLATION,4
2015,60632,ARSON,19
2015,60632,ASSAULT,361
2015,60632,BATTERY,1096
2015,60632,BURGLARY,344
2015,60632,CONCEALED CARRY LICENSE VIOLATION,1
2015,60632,CRIM SEXUAL ASSAULT,25
2015,60632,CRIMINAL DAMAGE,752
2015,60632,CRIMINAL TRESPASS,82
2015,60632,DECEPTIVE PRACTICE,263
2015,60632,GAMBLING,1
2015,60632,HOMICIDE,8
2015,60632,INTERFERENCE WITH PUBLIC OFFICER,26
2015,60632,INTIMIDATION,1
2015,60632,KIDNAPPING,11
2015,60632,LIQUOR LAW VIOLATION,9
2015,60632,MOTOR VEHICLE THEFT,315
2015,60632,NARCOTICS,519
2015,60632,NON - CRIMINAL,1
2015,60632,OBSCENITY,1
2015,60632,OFFENSE INVOLVING CHILDREN,76
2015,60632,OTHER OFFENSE,359
2015,60632,PROSTITUTION,86
2015,60632,PUBLIC PEACE VIOLATION,59
2015,60632,ROBBERY,240
2015,60632,SEX OFFENSE,22
2015,60632,STALKING,5
2015,60632,THEFT,1134
2015,60632,WEAPONS VIOLATION,70
2015,60633,ARSON,3
2015,60633,ASSAULT,181
2015,60633,BATTERY,393
2015,60633,BURGLARY,73
2015,60633,CRIM SEXUAL ASSAULT,4
2015,60633,CRIMINAL DAMAGE,194
2015,60633,CRIMINAL TRESPASS,43
2015,60633,DECEPTIVE PRACTICE,71
2015,60633,HOMICIDE,3
