"Year","PrimaryType","zipcode","Count","pop","CrimesPerThousand","CitywideCrimesPerThousand","SurpriseRatio"
2001,"MOTOR VEHICLE THEFT","60609",617,64906,9.5060549101778,10.3489701743499,0
2001,"NARCOTICS","60609",1569,64906,24.1734200228022,18.9958392248847,0
2001,"NON - CRIMINAL","60609",0,64906,0,0,0
2001,"NON-CRIMINAL","60609",0,64906,0,0,0
2001,"NON-CRIMINAL (SUBJECT SPECIFIED)","60609",0,64906,0,0,0
2001,"OBSCENITY","60609",0,64906,0,0.00713747988357643,0
2001,"OFFENSE INVOLVING CHILDREN","60609",64,64906,0.986041352109204,0.840344342082131,0
2001,"OTHER NARCOTIC VIOLATION","60609",0,64906,0,0.00225394101586624,0
2001,"OTHER OFFENSE","60609",767,64906,11.8170893291837,11.1404791277549,0
2001,"PROSTITUTION","60609",261,64906,4.02119988907035,2.26370809360166,0
2001,"PUBLIC INDECENCY","60609",1,64906,0.0154068961267063,0.00338091152379936,0
2001,"PUBLIC PEACE VIOLATION","60609",95,64906,1.4636551320371,1.03305629893869,0
2001,"RITUALISM","60609",0,64906,0,0.00300525468782166,0
2001,"ROBBERY","60609",482,64906,7.42612393307244,6.9274877122649,0
2001,"SEX OFFENSE","60609",66,64906,1.01685514436262,0.837339087394309,0
2001,"STALKING","60609",5,64906,0.0770344806335316,0.0762583377034745,0
2001,"THEFT","60609",2074,64906,31.9539025667889,37.2892001664911,0
2001,"TOTAL CRIME","60609",12780,64906,196.900132499307,182.466292312108,0
2001,"WEAPONS VIOLATION","60609",159,64906,2.4496964841463,1.60555731696872,0
2001,"ARSON","60610",5,37726,0.132534591528389,0.379413404337484,0
2001,"ASSAULT","60610",397,37726,10.5232465673541,11.7896141403244,0
2001,"BATTERY","60610",1587,37726,42.0664793511106,35.1040043516088,0
2001,"BURGLARY","60610",181,37726,4.79775221332768,9.77120996061614,0
2001,"CONCEALED CARRY LICENSE VIOLATION","60610",0,37726,0,0,0
2001,"CRIM SEXUAL ASSAULT","60610",24,37726,0.636166039336267,0.674304020579984,0
2001,"CRIMINAL DAMAGE","60610",633,37726,16.778879287494,20.9808099461909,0
2001,"CRIMINAL TRESPASS","60610",620,37726,16.4342893495202,4.97369650834484,0
2001,"DECEPTIVE PRACTICE","60610",275,37726,7.28940253406139,5.59465725821599,0
2001,"DOMESTIC VIOLENCE","60610",0,37726,0,0.000375656835977707,0
2001,"GAMBLING","60610",1,37726,0.0265069183056778,0.350863484803178,0
2001,"HOMICIDE","60610",8,37726,0.212055346445422,0.250563109597131,0
2001,"HUMAN TRAFFICKING","60610",0,37726,0,0,0
2001,"INTERFERENCE WITH PUBLIC OFFICER","60610",16,37726,0.424110692890845,0.152516675406949,0
2001,"INTIMIDATION","60610",1,37726,0.0265069183056778,0.10480825723778,0
2001,"KIDNAPPING","60610",8,37726,0.212055346445422,0.350487827967201,0
2001,"LIQUOR LAW VIOLATION","60610",12,37726,0.318083019668133,0.614950240495506,0
2001,"MOTOR VEHICLE THEFT","60610",203,37726,5.38090441605259,10.3489701743499,0
2001,"NARCOTICS","60610",1267,37726,33.5842654932937,18.9958392248847,0
2001,"NON - CRIMINAL","60610",0,37726,0,0,0
2001,"NON-CRIMINAL","60610",0,37726,0,0,0
2001,"NON-CRIMINAL (SUBJECT SPECIFIED)","60610",0,37726,0,0,0
2001,"OBSCENITY","60610",0,37726,0,0.00713747988357643,0
2001,"OFFENSE INVOLVING CHILDREN","60610",23,37726,0.609659121030589,0.840344342082131,0
2001,"OTHER NARCOTIC VIOLATION","60610",0,37726,0,0.00225394101586624,0
2001,"OTHER OFFENSE","60610",370,37726,9.80755977310078,11.1404791277549,0
2001,"PROSTITUTION","60610",197,37726,5.22186290621852,2.26370809360166,0
2001,"PUBLIC INDECENCY","60610",1,37726,0.0265069183056778,0.00338091152379936,0
2001,"PUBLIC PEACE VIOLATION","60610",37,37726,0.980755977310078,1.03305629893869,0
