"","Year","zipcode","PrimaryType","Count","SurpriseRatio"
"308",2001,"60614","BURGLARY",475,1.64383833742844
"309",2001,"60614","CRIM SEXUAL ASSAULT",20,1.002970332675
"310",2001,"60614","CRIMINAL DAMAGE",821,1.32322820040061
"311",2001,"60614","CRIMINAL TRESPASS",180,1.22379046256531
"312",2001,"60614","DECEPTIVE PRACTICE",390,2.35724629486717
"313",2001,"60614","GAMBLING",1,0.0963775025241771
"314",2001,"60614","HOMICIDE",1,0.134957402335205
"315",2001,"60614","INTERFERENCE WITH PUBLIC OFFICER",3,0.665147197223508
"316",2001,"60614","KIDNAPPING",10,0.964808010263466
"317",2001,"60614","LIQUOR LAW VIOLATION",39,2.14456133594727
"318",2001,"60614","MOTOR VEHICLE THEFT",412,1.34621343755939
"319",2001,"60614","NARCOTICS",102,0.181574780201976
"320",2001,"60614","OFFENSE INVOLVING CHILDREN",12,0.482878430170307
"321",2001,"60614","OTHER NARCOTIC VIOLATION",1,15.0027645595969
"322",2001,"60614","OTHER OFFENSE",291,0.883289281125445
"323",2001,"60614","PROSTITUTION",252,3.76438433689189
"324",2001,"60614","PUBLIC PEACE VIOLATION",25,0.818332612341649
"325",2001,"60614","ROBBERY",175,0.854232568059039
"326",2001,"60614","SEX OFFENSE",32,1.29229735102853
"327",2001,"60614","STALKING",1,0.443431464815672
"328",2001,"60614","THEFT",3211,2.91186393864033
"329",2001,"60614","WEAPONS VIOLATION",22,0.46335164292625
"330",2001,"60615","ARSON",11,1.60849903057936
"331",2001,"60615","ASSAULT",642,3.02117738456269
"332",2001,"60615","BATTERY",1864,2.94598164533706
"333",2001,"60615","BURGLARY",403,2.28821848244875
"334",2001,"60615","CRIM SEXUAL ASSAULT",44,3.62024294347667
"335",2001,"60615","CRIMINAL DAMAGE",914,2.41693368408645
"336",2001,"60615","CRIMINAL TRESPASS",250,2.78869819569685
"337",2001,"60615","DECEPTIVE PRACTICE",272,2.69734319162
"338",2001,"60615","GAMBLING",31,4.90189844728828
"339",2001,"60615","HOMICIDE",8,1.77138778343754
"340",2001,"60615","INTERFERENCE WITH PUBLIC OFFICER",12,4.36520560918537
"341",2001,"60615","KIDNAPPING",8,1.26636189877046
"342",2001,"60615","LIQUOR LAW VIOLATION",21,1.89461123110947
"343",2001,"60615","MOTOR VEHICLE THEFT",539,2.88956466744247
"344",2001,"60615","NARCOTICS",582,1.69982920977059
"345",2001,"60615","OFFENSE INVOLVING CHILDREN",47,3.10299707325567
"346",2001,"60615","OTHER OFFENSE",739,3.68028420259623
"347",2001,"60615","PROSTITUTION",62,1.519539711174
"348",2001,"60615","PUBLIC PEACE VIOLATION",25,1.34263142221914
"349",2001,"60615","ROBBERY",463,3.7080537028155
"350",2001,"60615","SEX OFFENSE",30,1.98774503962456
"351",2001,"60615","STALKING",9,6.54780841377806
"352",2001,"60615","THEFT",2103,3.12893825457319
"353",2001,"60615","WEAPONS VIOLATION",66,2.28065140975923
"354",2001,"60616","ARSON",20,2.45174256240069
"355",2001,"60616","ASSAULT",559,2.20531056160114
"356",2001,"60616","BATTERY",1955,2.59028555041268
"357",2001,"60616","BURGLARY",467,2.22293147977304
"358",2001,"60616","CRIM SEXUAL ASSAULT",33,2.27622784414526
"359",2001,"60616","CRIMINAL DAMAGE",1138,2.52276939210766
"360",2001,"60616","CRIMINAL TRESPASS",897,8.38823719508365
"361",2001,"60616","DECEPTIVE PRACTICE",293,2.4358563636985
"362",2001,"60616","GAMBLING",17,2.2535556636199
"363",2001,"60616","HOMICIDE",12,2.22752022910767
"364",2001,"60616","INTERFERENCE WITH PUBLIC OFFICER",9,2.74462313943624
"365",2001,"60616","INTIMIDATION",2,0.88754838280455
"366",2001,"60616","KIDNAPPING",7,0.928929255957817
"367",2001,"60616","LIQUOR LAW VIOLATION",34,2.57155893686132
"368",2001,"60616","MOTOR VEHICLE THEFT",467,2.09883011072549
"369",2001,"60616","NARCOTICS",2245,5.4968691766522
"370",2001,"60616","OFFENSE INVOLVING CHILDREN",40,2.21391147789423
"371",2001,"60616","OTHER OFFENSE",555,2.31711001711914
"372",2001,"60616","PROSTITUTION",11,0.226011117393558
"373",2001,"60616","PUBLIC PEACE VIOLATION",36,1.62082471943435
"374",2001,"60616","ROBBERY",322,2.16191018964251
"375",2001,"60616","SEX OFFENSE",40,2.22185732438286
