Year,zipcode,PrimaryType,Count,SurpriseRatio
2007,60611,CRIM SEXUAL ASSAULT,7,0.95409737
2004,60652,WEAPONS VIOLATION,28,0.954005653
2016,60651,DECEPTIVE PRACTICE,184,0.953763677
2016,60608,THEFT,809,0.953653965
2006,60629,INTIMIDATION,5,0.953638576
2016,60608,OTHER OFFENSE,226,0.953638455
2001,60657,HOMICIDE,7,0.95359114
2004,60618,OFFENSE INVOLVING CHILDREN,45,0.95330548
2005,60613,PROSTITUTION,47,0.95322195
2004,60630,INTIMIDATION,3,0.952933018
2013,60638,MOTOR VEHICLE THEFT,110,0.952909629
2015,60615,GAMBLING,2,0.952835203
2010,60641,NARCOTICS,494,0.952620456
2012,60645,DECEPTIVE PRACTICE,97,0.952609977
2015,60611,OTHER OFFENSE,80,0.952550719
2013,60647,WEAPONS VIOLATION,45,0.952362189
2014,60655,CRIMINAL DAMAGE,126,0.952047237
2011,60630,INTERFERENCE WITH PUBLIC OFFICER,9,0.952023731
2012,60613,NARCOTICS,272,0.951986908
2012,60606,NARCOTICS,13,0.951800386
2010,60613,ARSON,4,0.951745532
2005,60606,PUBLIC PEACE VIOLATION,1,0.951719929
2006,60632,INTIMIDATION,4,0.951621155
2010,60638,THEFT,670,0.951353124
2012,60632,CRIMINAL TRESPASS,119,0.951157797
2008,60617,GAMBLING,16,0.950886081
2001,60645,SEX OFFENSE,16,0.950755098
2008,60630,BATTERY,651,0.950548269
2005,60660,NARCOTICS,381,0.950335993
2010,60638,BATTERY,570,0.949795567
2007,60614,ROBBERY,163,0.949689562
2015,60613,INTERFERENCE WITH PUBLIC OFFICER,10,0.94956263
2016,60630,INTERFERENCE WITH PUBLIC OFFICER,8,0.949532115
2001,60645,INTIMIDATION,2,0.949477202
2013,60660,ROBBERY,80,0.949344173
2002,60608,OTHER OFFENSE,427,0.949338174
2002,60613,MOTOR VEHICLE THEFT,192,0.949282913
2013,60622,WEAPONS VIOLATION,27,0.949219546
2003,60623,DECEPTIVE PRACTICE,196,0.949156509
2013,60646,LIQUOR LAW VIOLATION,2,0.949036998
2004,60622,KIDNAPPING,4,0.949000276
2014,60640,ROBBERY,102,0.948684544
2004,60625,CRIMINAL TRESPASS,198,0.948672899
2009,60625,CRIMINAL TRESPASS,135,0.948565601
2014,60654,HOMICIDE,1,0.948553238
2007,60641,PROSTITUTION,69,0.948546049
2002,60631,BURGLARY,116,0.947867103
2009,60654,OFFENSE INVOLVING CHILDREN,6,0.947809857
2008,60605,HOMICIDE,2,0.947733661
2004,60640,KIDNAPPING,5,0.947485684
2010,60651,INTIMIDATION,2,0.947290883
2007,60640,MOTOR VEHICLE THEFT,193,0.947159194
2012,60631,ASSAULT,90,0.947005543
2011,60610,NARCOTICS,230,0.946977989
2014,60608,BATTERY,646,0.946888193
2016,60607,WEAPONS VIOLATION,13,0.946656259
2010,60623,DECEPTIVE PRACTICE,181,0.946649605
2010,60617,PROSTITUTION,33,0.946270362
2008,60640,MOTOR VEHICLE THEFT,196,0.946190989
2014,60645,STALKING,1,0.946086212
2011,60652,LIQUOR LAW VIOLATION,4,0.946079457
2006,60640,PROSTITUTION,73,0.945950095
2001,60601,ASSAULT,55,0.945905936
2011,60608,BATTERY,789,0.945846311
2008,60608,OFFENSE INVOLVING CHILDREN,34,0.945587785
2004,60641,INTERFERENCE WITH PUBLIC OFFICER,6,0.945517039
2002,60613,HOMICIDE,5,0.945226727
2010,60640,BURGLARY,274,0.945219349
2005,60657,MOTOR VEHICLE THEFT,234,0.945107589
2004,60623,CRIMINAL TRESPASS,231,0.945083498
2006,60618,INTERFERENCE WITH PUBLIC OFFICER,11,0.945032879
2001,60655,HOMICIDE,3,0.944706543
2010,60608,THEFT,1000,0.944331816
2015,60659,CRIMINAL DAMAGE,172,0.94411012
2001,60608,DECEPTIVE PRACTICE,194,0.944097588
2014,60660,BURGLARY,98,0.943512181
2003,60630,KIDNAPPING,6,0.943471272
2013,60611,BATTERY,244,0.943464066
2011,60607,KIDNAPPING,1,0.94337116
2008,60614,ROBBERY,175,0.94311817
2015,60622,INTIMIDATION,1,0.943118043
2002,60618,KIDNAPPING,12,0.942649311
2007,60640,INTERFERENCE WITH PUBLIC OFFICER,7,0.942447356
2009,60659,STALKING,1,0.942368098
2006,60634,BURGLARY,284,0.942353477
2009,60624,STALKING,1,0.942343367
2004,60633,LIQUOR LAW VIOLATION,2,0.941897473
2016,60617,LIQUOR LAW VIOLATION,3,0.941722807
2006,60611,ASSAULT,117,0.941641544
2013,60610,BURGLARY,106,0.941597479
2002,60659,OTHER OFFENSE,195,0.94138523
2012,60614,ROBBERY,141,0.941219045
2013,60626,PROSTITUTION,13,0.941163891
2016,60613,INTIMIDATION,1,0.940930242
2014,60613,ASSAULT,128,0.940818876
2014,60632,CRIMINAL TRESPASS,108,0.940764241
2009,60630,ASSAULT,194,0.940747458
2004,60632,INTIMIDATION,5,0.940714323
2011,60605,BURGLARY,103,0.940630732
2009,60613,ROBBERY,121,0.940518044
2016,60652,INTERFERENCE WITH PUBLIC OFFICER,6,0.940508326
2008,60639,GAMBLING,17,0.9404491
2015,60613,ASSAULT,129,0.940212439
2007,60614,CRIM SEXUAL ASSAULT,16,0.940121017
2006,60630,ASSAULT,220,0.940016665
2013,60647,NARCOTICS,467,0.940007814
2005,60659,LIQUOR LAW VIOLATION,6,0.939555059
2007,60630,ASSAULT,223,0.939473512
2008,60638,INTERFERENCE WITH PUBLIC OFFICER,5,0.93946733
2007,60660,HOMICIDE,3,0.939278582
2016,60605,ARSON,2,0.938585653
2004,60641,NARCOTICS,640,0.938557397
2012,60652,INTIMIDATION,1,0.938498693
2003,60608,DECEPTIVE PRACTICE,174,0.938032946
2016,60660,OFFENSE INVOLVING CHILDREN,15,0.938022302
2010,60609,INTIMIDATION,2,0.937964798
2008,60611,ROBBERY,75,0.93760563
2012,60652,ARSON,3,0.936497629
2015,60640,LIQUOR LAW VIOLATION,3,0.936453317
2015,60647,PUBLIC PEACE VIOLATION,33,0.936391142
2009,60640,MOTOR VEHICLE THEFT,159,0.936090397
2010,60659,CRIM SEXUAL ASSAULT,8,0.936062289
2008,60614,CRIMINAL TRESPASS,128,0.935997009
2006,60645,BATTERY,570,0.935940987
2016,60654,WEAPONS VIOLATION,8,0.935891181
2011,60614,CRIMINAL TRESPASS,90,0.935615298
2011,60608,THEFT,970,0.935554287
2016,60637,ARSON,4,0.935419303
2004,60631,CRIM SEXUAL ASSAULT,7,0.935294718
2007,60652,GAMBLING,9,0.935168321
2014,60645,HOMICIDE,3,0.934955786
2010,60616,GAMBLING,7,0.934941743
2012,60656,MOTOR VEHICLE THEFT,71,0.934929891
2016,60629,CRIMINAL TRESPASS,112,0.934798657
2004,60641,WEAPONS VIOLATION,48,0.93473502
2007,60631,HOMICIDE,2,0.934698229
2016,60640,OFFENSE INVOLVING CHILDREN,23,0.934644148
2001,60629,THEFT,1762,0.934409017
2016,60608,BATTERY,648,0.934250778
2005,60638,ASSAULT,232,0.934121953
2002,60611,ASSAULT,141,0.934055215
2008,60653,ARSON,3,0.934018828
2011,60608,WEAPONS VIOLATION,50,0.933975806
2012,60640,WEAPONS VIOLATION,40,0.933894701
2016,60644,INTIMIDATION,1,0.933831874
2007,60610,CRIM SEXUAL ASSAULT,9,0.933792968
2016,60638,INTERFERENCE WITH PUBLIC OFFICER,8,0.933432208
2011,60634,ASSAULT,236,0.933207482
2004,60631,GAMBLING,5,0.9330321
2014,60608,CRIMINAL TRESPASS,97,0.932637661
2016,60655,CRIMINAL TRESPASS,28,0.932473939
2011,60630,SEX OFFENSE,9,0.932449411
2001,60641,CRIM SEXUAL ASSAULT,20,0.932348278
2016,60607,NARCOTICS,49,0.931931158
2008,60640,BURGLARY,268,0.931714735
2003,60638,WEAPONS VIOLATION,36,0.931658886
2014,60634,SEX OFFENSE,11,0.931601709
2013,60617,STALKING,2,0.931464389
2007,60638,LIQUOR LAW VIOLATION,10,0.931437695
2009,60625,INTERFERENCE WITH PUBLIC OFFICER,7,0.931422628
2008,60659,OTHER OFFENSE,157,0.931215813
2007,60660,OFFENSE INVOLVING CHILDREN,19,0.930532972
2013,60631,BATTERY,240,0.93049232
2009,60605,BATTERY,262,0.930305063
2007,60645,ARSON,5,0.930140938
2016,60618,BURGLARY,204,0.930109693
2004,60645,CRIM SEXUAL ASSAULT,11,0.92978479
2008,60610,HOMICIDE,3,0.929545696
2011,60610,INTIMIDATION,1,0.929545696
2013,60639,CRIMINAL TRESPASS,114,0.929507399
2016,60638,SEX OFFENSE,8,0.929451687
2008,60634,OFFENSE INVOLVING CHILDREN,30,0.929131824
2011,60611,BATTERY,269,0.929077468
2006,60629,CRIMINAL TRESPASS,256,0.929062906
2001,60630,ASSAULT,263,0.928996335
2009,60611,PUBLIC PEACE VIOLATION,14,0.928933696
2001,60616,KIDNAPPING,7,0.928929256
2003,60660,HOMICIDE,4,0.928911269
2005,60660,HOMICIDE,3,0.928911269
2012,60638,BATTERY,504,0.928838686
2010,60660,MOTOR VEHICLE THEFT,126,0.928813633
2001,60608,OTHER OFFENSE,380,0.928684872
2016,60640,OTHER OFFENSE,175,0.928674982
2006,60608,SEX OFFENSE,20,0.928590936
2007,60641,CRIM SEXUAL ASSAULT,17,0.928544638
2006,60659,KIDNAPPING,2,0.928468864
2009,60659,OTHER OFFENSE,151,0.928233129
2013,60645,CRIMINAL TRESPASS,57,0.928059984
2003,60638,ASSAULT,251,0.927961827
2008,60645,ROBBERY,117,0.927790944
2010,60615,INTERFERENCE WITH PUBLIC OFFICER,5,0.927697591
2003,60605,BURGLARY,96,0.927690955
2013,60607,WEAPONS VIOLATION,12,0.92767737
2001,60632,CRIMINAL TRESPASS,187,0.927399378
2012,60646,BURGLARY,96,0.927267808
2016,60608,SEX OFFENSE,12,0.927204979
2014,60632,HOMICIDE,6,0.926990961
2014,60611,ASSAULT,75,0.926785823
2016,60634,ASSAULT,215,0.926568542
2013,60645,MOTOR VEHICLE THEFT,88,0.92653276
2010,60608,KIDNAPPING,4,0.926217541
2016,60656,SEX OFFENSE,4,0.926085694
2015,60611,ARSON,2,0.925991239
2005,60614,KIDNAPPING,4,0.925620436
2016,60659,BURGLARY,84,0.925543631
2004,60641,OFFENSE INVOLVING CHILDREN,34,0.925523998
2016,60608,WEAPONS VIOLATION,44,0.925411199
2016,60655,LIQUOR LAW VIOLATION,1,0.925285264
2006,60660,INTERFERENCE WITH PUBLIC OFFICER,5,0.925234839
2006,60634,LIQUOR LAW VIOLATION,13,0.924438412
2007,60625,KIDNAPPING,4,0.924164789
2004,60601,CRIMINAL DAMAGE,91,0.923883688
2009,60613,BATTERY,509,0.9234206
2005,60655,PUBLIC PEACE VIOLATION,12,0.92325167
2007,60640,OFFENSE INVOLVING CHILDREN,29,0.922938394
2004,60601,BURGLARY,42,0.922876863
2008,60660,LIQUOR LAW VIOLATION,6,0.922800011
2012,60634,OFFENSE INVOLVING CHILDREN,25,0.922617563
2002,60645,ROBBERY,129,0.922487689
2015,60634,THEFT,655,0.922446916
2005,60626,KIDNAPPING,3,0.922366669
2010,60632,CRIMINAL TRESPASS,132,0.921962077
2003,60652,CRIM SEXUAL ASSAULT,10,0.921950857
2005,60611,HOMICIDE,2,0.921902978
2011,60655,CRIMINAL TRESPASS,38,0.921758942
2014,60652,SEX OFFENSE,6,0.921757373
2012,60608,BATTERY,752,0.921690849
2009,60614,KIDNAPPING,3,0.921671543
2012,60654,OFFENSE INVOLVING CHILDREN,5,0.921662382
2010,60645,BATTERY,455,0.921479667
2012,60625,DECEPTIVE PRACTICE,163,0.921458145
2003,60608,PROSTITUTION,79,0.92141057
2003,60630,ASSAULT,245,0.921402423
2004,60646,CRIMINAL DAMAGE,222,0.921385612
2010,60634,HOMICIDE,5,0.921353703
2002,60630,INTERFERENCE WITH PUBLIC OFFICER,3,0.921256574
2012,60601,ROBBERY,23,0.920598879
2012,60631,BATTERY,260,0.920582836
2010,60654,HOMICIDE,1,0.920399831
2016,60640,CRIMINAL DAMAGE,313,0.920242644
2006,60656,PUBLIC PEACE VIOLATION,13,0.920199556
2008,60625,INTERFERENCE WITH PUBLIC OFFICER,7,0.92018132
2005,60659,THEFT,501,0.920174029
2010,60618,OTHER OFFENSE,311,0.920077317
2006,60646,OTHER OFFENSE,113,0.920058101
2009,60659,CRIMINAL DAMAGE,279,0.920035135
2007,60625,GAMBLING,17,0.919901432
2006,60611,LIQUOR LAW VIOLATION,5,0.919872354
2014,60640,MOTOR VEHICLE THEFT,100,0.91948071
2005,60632,NARCOTICS,787,0.918943763
2016,60614,ROBBERY,122,0.918536606
2016,60629,PUBLIC PEACE VIOLATION,28,0.918345036
2007,60641,WEAPONS VIOLATION,39,0.918247625
2002,60630,ASSAULT,261,0.917924724
2008,60657,OTHER OFFENSE,268,0.917779681
2006,60622,GAMBLING,11,0.917609734
2006,60659,OFFENSE INVOLVING CHILDREN,16,0.917306943
2007,60618,STALKING,3,0.917202205
2009,60634,ARSON,7,0.917165732
2003,60641,NARCOTICS,595,0.917119133
2012,60631,BURGLARY,100,0.916531269
2005,60660,MOTOR VEHICLE THEFT,147,0.916524134
2004,60614,CRIMINAL TRESPASS,162,0.916400877
2006,60630,ARSON,6,0.91618078
2015,60630,INTIMIDATION,1,0.91618078
2016,60632,CRIMINAL TRESPASS,88,0.916163573
2009,60601,CRIMINAL DAMAGE,81,0.916097585
2004,60632,CRIMINAL TRESPASS,222,0.916039267
2015,60629,PROSTITUTION,23,0.915839286
2013,60638,ASSAULT,151,0.915681362
2015,60661,WEAPONS VIOLATION,4,0.915631982
2010,60625,NARCOTICS,521,0.915422143
2012,60605,BURGLARY,86,0.915166207
2004,60656,CRIMINAL DAMAGE,224,0.915006947
2002,60659,ARSON,6,0.914973677
2015,60654,PROSTITUTION,3,0.914830089
2008,60646,OTHER OFFENSE,110,0.914771086
2016,60609,KIDNAPPING,2,0.914747847
2002,60634,GAMBLING,11,0.914332058
2011,60613,BATTERY,445,0.914192372
2010,60614,INTIMIDATION,2,0.913873983
2003,60661,WEAPONS VIOLATION,5,0.913783758
2011,60657,OTHER OFFENSE,203,0.913677107
2009,60611,OTHER OFFENSE,112,0.913512548
2014,60640,BURGLARY,146,0.913420683
2003,60613,GAMBLING,8,0.913255823
2003,60605,BATTERY,332,0.913224214
2012,60640,ROBBERY,135,0.912495112
2008,60659,BURGLARY,152,0.912391174
2008,60608,OTHER OFFENSE,334,0.912341557
2006,60645,ARSON,5,0.912204336
2009,60629,CRIMINAL TRESPASS,188,0.912033885
2006,60631,ASSAULT,113,0.911893681
2010,60613,BATTERY,480,0.911566186
2002,60640,STALKING,2,0.911481228
2010,60657,BATTERY,656,0.911400897
2014,60653,KIDNAPPING,1,0.911375947
2013,60655,OTHER OFFENSE,78,0.910880734
2006,60615,LIQUOR LAW VIOLATION,7,0.910860084
2008,60659,DECEPTIVE PRACTICE,86,0.910848013
2009,60660,ARSON,4,0.910815595
2015,60660,STALKING,1,0.910815595
2005,60632,CRIMINAL TRESPASS,231,0.910710873
2011,60601,BATTERY,102,0.910625802
2010,60608,INTERFERENCE WITH PUBLIC OFFICER,10,0.910509077
2009,60608,BATTERY,860,0.91042928
2003,60616,GAMBLING,8,0.910389701
2011,60634,KIDNAPPING,3,0.910269749
2008,60655,CRIMINAL DAMAGE,229,0.910261045
2015,60655,OTHER OFFENSE,76,0.910248125
2009,60629,DECEPTIVE PRACTICE,238,0.909974009
2010,60608,CRIMINAL TRESPASS,118,0.909714888
2003,60632,NARCOTICS,752,0.909551254
2012,60625,CRIMINAL TRESPASS,98,0.909540149
2009,60607,BURGLARY,97,0.909394854
2002,60608,DECEPTIVE PRACTICE,172,0.909260531
2010,60629,DECEPTIVE PRACTICE,215,0.909204902
2005,60608,DECEPTIVE PRACTICE,170,0.909098269
2011,60605,SEX OFFENSE,4,0.908761436
2002,60657,STALKING,2,0.908636129
2007,60601,ROBBERY,26,0.908319045
2003,60646,PUBLIC PEACE VIOLATION,10,0.908029226
2007,60618,CRIMINAL TRESPASS,191,0.90796256
2014,60629,INTIMIDATION,2,0.907600852
2009,60634,SEX OFFENSE,14,0.907588901
2006,60638,SEX OFFENSE,13,0.907569977
2012,60616,INTERFERENCE WITH PUBLIC OFFICER,9,0.907424263
2013,60608,BURGLARY,224,0.907272888
2007,60606,OFFENSE INVOLVING CHILDREN,1,0.907191134
2016,60631,MOTOR VEHICLE THEFT,49,0.907175502
2008,60645,BATTERY,520,0.907170109
2014,60643,ARSON,3,0.90716332
2008,60618,KIDNAPPING,5,0.906982682
2006,60659,THEFT,497,0.906973837
2003,60614,CRIM SEXUAL ASSAULT,16,0.906968135
2007,60657,OTHER OFFENSE,268,0.906505166
2009,60631,INTIMIDATION,1,0.90637404
2014,60656,CRIMINAL DAMAGE,116,0.906230054
2003,60655,DECEPTIVE PRACTICE,58,0.906151873
2012,60610,INTERFERENCE WITH PUBLIC OFFICER,7,0.906079966
2015,60640,BURGLARY,131,0.905879985
2016,60641,CRIM SEXUAL ASSAULT,16,0.905853943
2011,60634,SEX OFFENSE,12,0.905165433
2011,60655,OTHER OFFENSE,87,0.905164388
2002,60625,INTIMIDATION,4,0.904968488
2015,60629,THEFT,985,0.904750247
2002,60652,GAMBLING,6,0.904670212
2002,60656,CRIMINAL DAMAGE,233,0.904539385
2015,60630,ASSAULT,139,0.904245323
2014,60622,PUBLIC PEACE VIOLATION,23,0.904132799
2013,60629,INTERFERENCE WITH PUBLIC OFFICER,22,0.904058303
2013,60638,PUBLIC PEACE VIOLATION,26,0.903806529
2001,60646,DECEPTIVE PRACTICE,61,0.903761312
2016,60645,BATTERY,343,0.903740996
2012,60634,DECEPTIVE PRACTICE,151,0.903632998
2015,60640,PUBLIC PEACE VIOLATION,24,0.903574947
2013,60625,HOMICIDE,5,0.903360132
2003,60629,INTERFERENCE WITH PUBLIC OFFICER,7,0.903151828
2007,60629,CRIMINAL TRESPASS,235,0.90302939
2010,60628,LIQUOR LAW VIOLATION,8,0.902756367
2001,60618,ASSAULT,435,0.902618854
2013,60632,DECEPTIVE PRACTICE,186,0.90260187
2011,60605,PROSTITUTION,9,0.90257556
2014,60612,LIQUOR LAW VIOLATION,2,0.902537886
2007,60610,GAMBLING,8,0.90249717
2016,60640,KIDNAPPING,2,0.902456662
2005,60659,MOTOR VEHICLE THEFT,129,0.902406363
2010,60601,ASSAULT,36,0.902300465
2001,60601,CRIM SEXUAL ASSAULT,3,0.902091017
2007,60634,SEX OFFENSE,17,0.902090687
2008,60634,MOTOR VEHICLE THEFT,211,0.901961406
2015,60645,BATTERY,333,0.901826678
2014,60660,ROBBERY,63,0.901707439
2007,60625,WEAPONS VIOLATION,42,0.901021664
2007,60656,CRIMINAL DAMAGE,223,0.901007688
2003,60659,BURGLARY,144,0.900861346
2010,60659,OTHER OFFENSE,126,0.900840883
2011,60613,ASSAULT,148,0.900593465
2013,60631,LIQUOR LAW VIOLATION,2,0.900526465
2002,60614,OTHER OFFENSE,326,0.900193487
2002,60614,STALKING,2,0.900165874
2013,60625,PUBLIC PEACE VIOLATION,37,0.899844663
2012,60659,CRIMINAL DAMAGE,205,0.899815135
2001,60641,INTIMIDATION,3,0.899766215
2015,60655,ASSAULT,73,0.899765395
2016,60657,KIDNAPPING,2,0.899639732
2009,60631,BURGLARY,115,0.899567599
2002,60605,CRIMINAL DAMAGE,207,0.899542235
2001,60607,INTIMIDATION,1,0.899414797
2008,60634,KIDNAPPING,4,0.899282277
2007,60646,CRIMINAL DAMAGE,219,0.899041682
2008,60608,BURGLARY,325,0.898423596
2002,60645,ARSON,7,0.898415201
2016,60660,OTHER OFFENSE,110,0.898300895
2008,60618,INTERFERENCE WITH PUBLIC OFFICER,8,0.898225608
2003,60638,INTIMIDATION,3,0.898172063
2002,60608,CRIMINAL TRESPASS,172,0.898124055
2013,60611,LIQUOR LAW VIOLATION,2,0.898111933
2004,60601,ASSAULT,48,0.898026135
2006,60641,WEAPONS VIOLATION,41,0.897882381
2014,60641,INTERFERENCE WITH PUBLIC OFFICER,15,0.897835386
2012,60660,ARSON,3,0.897221332
2013,60630,BATTERY,437,0.897077776
2012,60659,MOTOR VEHICLE THEFT,94,0.896998205
2003,60638,PUBLIC PEACE VIOLATION,20,0.896940002
2007,60613,ASSAULT,190,0.896805141
2001,60631,MOTOR VEHICLE THEFT,118,0.896800014
2014,60606,NARCOTICS,10,0.896733419
2008,60630,SEX OFFENSE,12,0.89642486
2011,60646,OTHER OFFENSE,82,0.896244817
2004,60618,ASSAULT,397,0.89612404
2011,60608,BURGLARY,329,0.895780304
2010,60640,MOTOR VEHICLE THEFT,187,0.895769338
2006,60638,BATTERY,663,0.895711318
2001,60640,WEAPONS VIOLATION,42,0.89569985
2015,60652,INTERFERENCE WITH PUBLIC OFFICER,8,0.895448294
2011,60646,BURGLARY,108,0.8952372
2012,60655,CRIM SEXUAL ASSAULT,6,0.895055773
2006,60605,BATTERY,297,0.895045239
2014,60606,PUBLIC PEACE VIOLATION,1,0.895003585
2012,60655,CRIMINAL TRESPASS,35,0.894874184
2015,60634,ARSON,5,0.894795836
2009,60657,BATTERY,674,0.894541134
2001,60611,ROBBERY,79,0.894532343
2013,60618,ARSON,5,0.894524129
2009,60614,CRIM SEXUAL ASSAULT,14,0.894416056
2016,60622,WEAPONS VIOLATION,27,0.894128453
2011,60618,HOMICIDE,6,0.894114736
2015,60656,CRIMINAL DAMAGE,118,0.893785262
2015,60614,MOTOR VEHICLE THEFT,100,0.893642285
2010,60619,LIQUOR LAW VIOLATION,7,0.893587361
2016,60618,DECEPTIVE PRACTICE,247,0.893560084
2016,60661,WEAPONS VIOLATION,4,0.893312456
2009,60618,OFFENSE INVOLVING CHILDREN,35,0.893122054
2013,60629,CRIMINAL TRESPASS,138,0.892985521
2015,60647,INTERFERENCE WITH PUBLIC OFFICER,17,0.892851688
2016,60631,SEX OFFENSE,4,0.892846069
2012,60609,STALKING,2,0.892652488
2005,60618,ASSAULT,371,0.892633684
2001,60638,ASSAULT,257,0.892410147
2012,60630,BATTERY,476,0.892367176
2007,60613,ROBBERY,111,0.892330739
2009,60647,INTIMIDATION,3,0.892169601
2007,60611,ROBBERY,66,0.89200826
2011,60634,STALKING,2,0.891829662
2007,60613,CRIM SEXUAL ASSAULT,11,0.891795504
2009,60645,NARCOTICS,293,0.8912674
2003,60614,OFFENSE INVOLVING CHILDREN,30,0.890959294
2011,60601,MOTOR VEHICLE THEFT,32,0.890908135
2013,60629,DECEPTIVE PRACTICE,229,0.890899011
2001,60652,WEAPONS VIOLATION,26,0.89062955
2003,60631,BURGLARY,107,0.890556811
2005,60601,CRIMINAL DAMAGE,90,0.890547798
2009,60630,SEX OFFENSE,10,0.890424694
2006,60613,ASSAULT,186,0.890411228
2013,60618,DECEPTIVE PRACTICE,185,0.890359247
2001,60613,INTIMIDATION,2,0.890342595
2007,60630,CRIMINAL TRESPASS,110,0.890164697
2002,60625,OFFENSE INVOLVING CHILDREN,30,0.889656886
2002,60632,CRIMINAL TRESPASS,188,0.889368129
2008,60655,BURGLARY,111,0.889252147
2015,60630,BATTERY,392,0.888531258
2006,60630,OFFENSE INVOLVING CHILDREN,22,0.888478411
2004,60632,NARCOTICS,772,0.888379876
2005,60641,NARCOTICS,597,0.888357933
2010,60613,ASSAULT,154,0.888192708
2003,60608,INTERFERENCE WITH PUBLIC OFFICER,5,0.888192678
2001,60645,OFFENSE INVOLVING CHILDREN,15,0.888145304
2015,60641,NARCOTICS,253,0.888140255
2008,60613,MOTOR VEHICLE THEFT,135,0.888055554
2004,60654,HOMICIDE,1,0.887962833
2012,60618,PUBLIC PEACE VIOLATION,41,0.88792006
2001,60616,INTIMIDATION,2,0.887548383
2012,60638,ASSAULT,162,0.887248471
2001,60618,BATTERY,1273,0.887128393
2002,60646,BURGLARY,103,0.886979023
2015,60655,THEFT,242,0.886924109
2015,60610,NARCOTICS,133,0.886884162
2001,60632,NARCOTICS,683,0.886883742
2007,60618,OFFENSE INVOLVING CHILDREN,39,0.88677825
2014,60656,ASSAULT,69,0.886763497
2002,60618,OFFENSE INVOLVING CHILDREN,35,0.886521774
2011,60641,NARCOTICS,409,0.886504883
2005,60630,OFFENSE INVOLVING CHILDREN,23,0.886246476
2009,60646,SEX OFFENSE,5,0.886149004
2002,60601,CRIM SEXUAL ASSAULT,3,0.885321692
2007,60655,ARSON,3,0.884998967
2001,60660,NARCOTICS,319,0.884860223
2010,60630,BATTERY,522,0.884815376
2013,60655,DECEPTIVE PRACTICE,57,0.884802751
2012,60660,MOTOR VEHICLE THEFT,104,0.884527199
2012,60632,NARCOTICS,478,0.884446951
2008,60657,BATTERY,739,0.884425141
2010,60630,CRIMINAL TRESPASS,75,0.884410231
2003,60659,OTHER OFFENSE,175,0.884217025
2012,60615,PUBLIC PEACE VIOLATION,18,0.8840739
2012,60646,OTHER OFFENSE,70,0.883664806
2013,60618,OTHER OFFENSE,244,0.88344329
2003,60641,OFFENSE INVOLVING CHILDREN,32,0.883439213
2004,60625,GAMBLING,13,0.883392813
2001,60614,OTHER OFFENSE,291,0.883289281
2016,60653,LIQUOR LAW VIOLATION,1,0.883271843
2014,60659,CRIMINAL DAMAGE,156,0.8831777
2011,60656,NARCOTICS,157,0.883158938
2010,60601,BATTERY,107,0.883065555
2003,60643,GAMBLING,8,0.882705486
2005,60625,ARSON,8,0.88270443
2005,60634,ASSAULT,296,0.882669511
2016,60647,INTERFERENCE WITH PUBLIC OFFICER,12,0.882617464
2003,60614,INTERFERENCE WITH PUBLIC OFFICER,4,0.882515562
2006,60634,OFFENSE INVOLVING CHILDREN,30,0.88208289
2015,60631,BATTERY,206,0.881874439
2003,60660,SEX OFFENSE,13,0.881747012
2005,60615,LIQUOR LAW VIOLATION,6,0.881728098
2005,60646,OTHER OFFENSE,112,0.881722685
2016,60656,CRIM SEXUAL ASSAULT,6,0.881598492
2008,60625,ROBBERY,193,0.880980294
2010,60618,SEX OFFENSE,15,0.880811856
2005,60614,ROBBERY,157,0.880700705
2006,60655,HOMICIDE,2,0.880669832
2011,60646,CRIMINAL DAMAGE,149,0.880665761
2009,60657,OTHER OFFENSE,248,0.880206867
2016,60618,ARSON,7,0.880018332
2014,60625,CRIMINAL TRESPASS,87,0.879967203
2011,60630,ASSAULT,162,0.879867505
2011,60630,ARSON,4,0.8798244
2014,60610,OFFENSE INVOLVING CHILDREN,13,0.879685008
2015,60645,ROBBERY,64,0.879441068
2015,60620,PROSTITUTION,14,0.87936822
2003,60656,STALKING,1,0.879219009
2001,60634,ARSON,11,0.879026167
2007,60645,PUBLIC PEACE VIOLATION,22,0.87901826
2012,60625,WEAPONS VIOLATION,45,0.878832423
2007,60645,OFFENSE INVOLVING CHILDREN,19,0.878697389
2007,60645,BATTERY,528,0.87867589
2001,60623,DECEPTIVE PRACTICE,201,0.878666626
2007,60608,KIDNAPPING,4,0.878503304
2005,60646,LIQUOR LAW VIOLATION,4,0.878213341
2003,60625,ARSON,11,0.878198478
2016,60609,DECEPTIVE PRACTICE,171,0.877651801
2010,60613,PUBLIC PEACE VIOLATION,25,0.8776342
2016,60645,ASSAULT,124,0.876978675
2009,60655,THEFT,338,0.876765266
2009,60652,STALKING,1,0.876681413
2003,60610,GAMBLING,6,0.876575261
2004,60608,DECEPTIVE PRACTICE,160,0.876180099
2007,60607,OFFENSE INVOLVING CHILDREN,10,0.876175728
2013,60640,BURGLARY,172,0.876130386
2007,60618,ASSAULT,354,0.876072062
2007,60652,LIQUOR LAW VIOLATION,7,0.875932113
2012,60607,LIQUOR LAW VIOLATION,2,0.875869907
2013,60646,BURGLARY,71,0.875501746
2006,60613,LIQUOR LAW VIOLATION,8,0.875438181
2012,60608,CRIM SEXUAL ASSAULT,17,0.87507165
